时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,0,1,1,0.00,234,80,60,-0.2,0,0.03,0,0,0,0,457,0,0.0019151346,0,0.0,0,100,2,3,1.09,0,0,0,0,90.0,3.5,
0.05,77,0,0,0.00,234,78,59,-0.0,0,0.98,0,340,0,0,1058,234,0.0,63,23.0,0,100,1,3,1.37,0,0,0,-6,7.3,68.6,
0.15,90,0,0,0.00,234,78,59,-0.0,0,0.97,0,374,0,0,1145,274,0.0,84,23.0,0,100,1,3,1.50,0,0,0,-6,1.2,52.1,
0.28,108,0,0,0.00,234,78,59,0.0,0,0.99,0,525,0,0,1261,331,0.0,100,23.0,0,100,2,3,2.33,0,0,0,-6,11.2,27.1,
0.38,110,0,0,0.00,234,78,59,0.0,0,0.98,0,629,0,0,1378,396,0.0,100,23.0,0,100,2,3,2.44,0,0,0,-6,6.3,13.9,
0.50,110,1,1,0.00,234,79,59,0.0,0,0.99,0,750,0,0,1503,471,0.5904951,100,23.0,0,100,2,3,2.55,0,0,0,-6,10.5,7.5,
0.60,110,1,1,0.00,234,79,59,0.0,0,0.99,0,886,0,0,1636,558,0.7820173,100,23.0,0,100,2,3,2.67,0,5,3,-29,10.7,3.8,
0.70,110,1,1,0.00,234,79,59,-0.0,0,0.97,0,1033,0,0,1777,659,1.1261088,100,23.0,0,100,2,3,2.79,0,10,0,-18,9.1,2.3,
0.84,110,2,2,0.00,234,79,60,-0.0,0,0.97,0,1206,0,0,1951,795,1.5114118,100,23.0,0,100,2,3,2.89,0,17,-2,-11,9.6,1.4,
0.95,110,3,3,0.00,234,79,60,-0.0,0,0.96,0,1364,1,13,2126,945,2.0023785,100,23.0,0,100,2,3,2.95,0,17,-2,-8,9.8,0.9,
1.05,110,4,4,0.00,234,79,60,0.0,0,1.01,0,1372,1,13,2256,1067,2.1337519,100,23.0,0,100,1,3,2.18,0,29,-1,-7,11.0,0.7,
1.18,110,5,5,0.00,234,79,60,0.0,0,1.01,0,1514,1,15,2406,1214,2.7063172,100,23.0,0,100,1,3,2.28,0,29,-1,-7,11.1,0.6,
1.28,110,6,6,0.00,234,80,60,-0.0,0,0.96,0,1623,2,32,2527,1340,2.7160707,100,23.0,0,100,1,3,2.35,0,20,-1,-7,10.4,0.5,
1.40,110,8,8,0.01,234,80,60,-0.0,1,0.95,0,1737,2,34,2667,1491,2.9491508,100,23.0,0,100,1,3,2.44,0,5,0,-7,10.5,0.4,
1.53,110,9,9,0.01,234,80,60,-0.0,1,0.96,0,1831,3,54,2797,1640,4.7567377,100,23.0,0,100,1,3,2.52,0,12,0,-7,10.7,0.3,
1.63,110,11,11,0.01,234,80,60,0.0,1,0.99,0,1892,4,75,2897,1759,3.9422853,100,23.0,0,100,1,3,2.58,0,-3,0,-7,11.0,0.3,
