时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,110,1,1,0.00,71,80,60,-0.2,-39,-0.0,0,0,0,0,537,0,-9.142737,100,0.0,0,-65535,2,3,1.64,0,0,0,0,90.0,1.2,
0.00,110,1,1,0.00,71,80,60,-0.2,0,-0.0,0,0,0,0,537,0,1.21975805E-4,100,0.0,0,-65535,2,3,1.64,0,0,0,0,90.0,1.2,
0.14,110,53,53,0.04,71,81,61,0.0,3,0.98,0,1887,29,547,2971,2790,4.077933,100,24.1,0,-65535,1,3,2.54,0,0,0,-10,10.9,0.1,
0.05,110,54,54,0.04,71,81,61,0.0,3,0.97,0,1887,30,566,2980,2819,4.1217556,100,24.3,0,-65535,1,3,2.54,0,0,0,-10,11.0,0.1,
0.23,110,58,58,0.05,71,81,62,0.0,16,0.99,0,1881,32,601,2988,2887,10.30873,100,24.9,0,-65535,1,3,2.53,0,0,0,-10,11.0,0.1,
0.16,110,59,59,0.05,71,81,62,0.0,16,0.99,0,1876,33,619,2986,2903,9.963087,100,25.1,0,-65535,1,3,2.53,0,0,0,-10,11.0,0.1,
0.33,110,60,60,0.05,71,81,62,0.0,11,0.98,0,1871,34,636,2982,2907,6.719095,100,25.3,0,-65535,1,3,2.52,0,0,0,-10,11.0,0.1,
0.27,110,61,61,0.05,71,81,62,0.0,10,0.98,0,1868,35,653,2979,2904,5.808954,100,25.3,0,-65535,1,3,2.52,0,0,0,-10,11.0,0.1,
0.47,110,64,64,0.05,71,82,62,0.0,11,0.98,0,1862,36,670,2970,2874,6.290099,100,25.2,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.1,
0.38,110,64,64,0.05,71,82,62,0.0,12,0.98,0,1861,36,670,2969,2866,6.7692494,100,25.2,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.1,
0.57,110,65,65,0.05,71,82,62,0.0,10,0.98,0,1859,36,669,2966,2836,5.4318247,100,25.0,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.1,
0.50,110,67,67,0.05,71,82,62,0.0,11,0.99,0,1858,37,687,2964,2802,5.806187,100,24.7,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.1,
0.70,110,68,68,0.06,71,82,62,0.0,11,0.98,0,1860,37,688,2966,2759,6.0608487,100,24.3,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.1,
0.60,110,68,68,0.06,71,82,62,0.0,10,0.98,0,1860,37,688,2966,2759,5.1885853,100,24.3,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.1,
