时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,0,1,1,0.00,234,80,60,-0.3,0,0.01,0,0,0,0,462,0,0.0014426244,0,0.0,0,100,2,3,1.09,0,0,0,0,90.0,2.8,
0.14,110,27,27,0.02,234,82,62,0.0,1,0.98,0,1923,12,230,3365,2365,2.0454538,100,23.0,0,100,1,3,2.77,0,40,-2,-8,11.2,0.1,
0.24,110,29,29,0.02,234,82,62,0.0,5,0.98,0,1903,14,266,3391,2417,5.9967966,100,23.3,0,100,1,3,2.76,0,8,-2,-8,11.2,0.1,
0.34,110,32,32,0.03,234,82,62,-0.0,6,0.98,0,1884,15,282,3405,2477,6.581977,100,24.4,0,100,1,3,2.76,0,41,-2,-8,11.2,0.0,
0.46,110,34,34,0.03,234,83,62,0.0,6,0.98,0,1872,17,318,3405,2506,6.7256513,100,25.8,0,100,1,3,2.74,0,3,-1,-8,11.2,0.0,
0.56,110,37,37,0.03,234,83,62,0.0,6,0.98,0,1867,18,336,3393,2476,5.8239655,100,27.5,0,100,1,3,2.72,0,6,-1,-8,11.2,0.0,
0.68,110,39,40,0.03,234,83,62,0.0,9,0.98,0,1868,18,336,3362,2357,7.9266577,100,29.8,0,100,1,3,2.70,0,2,-1,-7,11.2,0.1,
0.79,110,42,42,0.03,234,83,62,0.0,6,0.98,0,1874,18,337,3323,2227,5.287635,100,31.5,0,100,1,3,2.69,0,-28,-1,-6,11.2,0.1,
0.91,110,44,44,0.04,234,83,63,0.0,7,0.98,0,1884,18,339,3272,2122,5.92263,100,32.2,0,100,1,3,2.67,0,12,0,-5,11.3,0.1,
1.01,110,46,46,0.04,234,84,63,0.0,6,0.98,0,1893,19,359,3236,2083,4.730779,100,32.1,0,100,1,3,2.66,0,14,0,-3,11.3,0.1,
1.13,110,48,48,0.04,234,84,63,0.0,7,0.98,0,1902,19,361,3209,2070,5.35935,100,31.7,0,100,1,3,2.66,0,12,0,-3,11.3,0.1,
1.23,110,50,50,0.04,234,84,63,0.0,7,0.98,0,1910,20,382,3189,2058,4.766707,100,31.7,0,100,1,3,2.66,0,11,0,-5,11.3,0.1,
1.36,110,53,53,0.04,234,84,63,-0.0,8,0.97,0,1919,20,383,3166,2024,5.3668895,100,32.1,0,100,1,3,2.66,0,13,0,-7,11.3,0.1,
1.46,110,55,55,0.04,234,84,63,-0.0,7,0.97,0,1923,21,404,3153,1998,4.617883,100,32.4,0,100,1,3,2.66,0,2,0,-7,11.3,0.1,
1.59,110,57,57,0.05,234,84,63,-0.0,9,0.99,0,1929,21,405,3129,1956,6.0118117,100,32.9,0,100,1,3,2.67,0,7,0,-7,11.3,0.1,
1.69,110,59,59,0.05,234,85,64,0.0,6,0.98,0,1933,22,425,3114,1935,3.5925333,100,33.1,0,100,1,3,2.67,0,1,0,-7,11.3,0.1,
1.83,110,61,61,0.05,234,85,64,0.0,10,0.98,0,1938,22,426,3098,1919,5.8800273,100,33.1,0,100,1,3,2.67,0,-2,0,-7,11.3,0.1,
1.93,110,63,63,0.05,234,85,64,0.0,8,0.98,0,1941,23,446,3087,1910,4.3446894,100,33.1,0,100,1,3,2.67,0,-1,0,-7,11.3,0.1,
2.04,110,65,65,0.05,234,85,64,0.0,9,0.98,0,1944,23,447,3078,1902,4.8352227,100,33.2,0,100,1,3,2.68,0,29,0,-7,11.3,0.1,
2.14,110,67,67,0.05,234,85,64,0.0,8,0.98,0,1947,24,467,3070,1894,4.2317653,100,33.3,0,100,1,3,2.68,0,-10,0,-7,11.3,0.1,
2.28,110,69,69,0.06,234,85,64,0.0,9,0.98,0,1950,24,468,3060,1883,4.8481145,100,33.4,0,100,1,3,2.68,0,-10,0,-7,11.3,0.1,
2.38,110,71,71,0.06,234,86,64,0.0,8,0.98,0,1951,25,487,3054,1878,4.317965,100,33.5,0,100,1,3,2.68,0,2,0,-6,11.3,0.1,
2.50,110,73,73,0.06,234,86,64,0.0,10,0.97,0,1953,26,507,3047,1872,4.8551316,100,33.6,0,100,1,3,2.68,0,-11,0,-7,11.3,0.1,
2.61,110,75,75,0.06,234,86,65,0.0,9,0.98,0,1955,26,508,3040,1869,4.5301332,100,33.6,0,100,1,3,2.69,0,-15,0,-7,11.3,0.0,
2.73,110,77,77,0.06,234,86,65,-0.0,11,0.98,0,1955,27,527,3036,1868,5.082831,100,33.6,0,100,1,3,2.69,0,-15,0,-7,11.4,0.0,
2.83,110,78,79,0.06,234,86,65,0.0,9,0.99,0,1953,27,527,3031,1868,4.334567,100,33.6,0,100,1,3,2.68,0,-20,0,-7,11.3,0.0,
2.93,110,80,80,0.07,234,86,65,0.0,10,0.98,0,1952,28,546,3027,1869,4.7214246,100,33.6,0,100,1,3,2.68,0,-27,0,-7,11.3,0.1,
3.04,110,82,82,0.07,234,86,65,0.0,10,0.99,0,1951,29,565,3024,1871,4.4556913,100,33.6,0,100,1,3,2.68,0,-31,0,-6,11.3,0.1,
3.14,110,84,84,0.07,234,87,65,0.0,8,0.97,0,1950,29,565,3021,1874,3.5438538,100,33.5,0,100,1,3,2.68,0,-26,0,-5,11.3,0.1,
3.28,110,86,86,0.07,234,87,65,0.0,13,0.98,0,1949,30,584,3018,1878,5.56132,100,33.5,0,100,1,3,2.68,0,-21,0,-6,11.4,0.1,
3.38,110,87,88,0.07,234,87,65,-0.0,8,0.98,0,1948,31,603,3016,1882,3.4602015,100,33.4,0,100,1,3,2.67,0,1,0,-6,11.4,0.1,
3.47,110,89,89,0.07,234,87,65,-0.0,12,0.98,0,1947,32,623,3014,1886,4.7150035,100,33.4,0,100,1,3,2.67,0,16,0,-9,11.4,0.1,
3.61,110,91,92,0.07,234,87,66,0.0,15,1.0,0,1947,33,642,3011,1892,5.7424703,100,33.4,0,100,1,3,2.67,0,-11,0,-11,11.4,0.1,
3.71,110,93,93,0.08,234,87,66,0.0,9,0.98,0,1946,33,642,3010,1898,3.4089174,100,33.3,0,100,1,3,2.67,0,40,0,-4,11.4,0.1,
3.84,110,95,96,0.08,234,88,66,0.0,15,0.97,0,1945,34,661,3008,1905,5.767069,100,33.3,0,100,1,3,2.67,0,-5,0,-16,11.4,0.1,
3.94,110,97,97,0.08,234,88,66,0.0,11,0.97,0,1945,35,680,3007,1911,4.2475986,100,33.2,0,100,1,3,2.67,0,-40,0,-16,11.4,0.2,
4.07,110,99,99,0.08,234,88,66,0.0,14,1.0,0,1945,36,700,3005,1920,4.9660525,100,33.1,0,100,1,3,2.67,0,-50,-1,-12,11.3,0.3,
4.18,110,101,101,0.08,234,88,66,0.0,13,1.0,1,1944,37,719,3004,1927,4.56491,100,33.1,0,100,1,3,2.67,0,-50,-1,-8,11.0,0.4,
4.31,110,103,103,0.08,234,88,66,0.1,15,0.99,0,1944,38,738,3003,1936,5.3133645,100,33.0,0,100,1,3,2.67,0,-44,0,5,10.5,0.4,
4.41,110,105,105,0.09,234,88,66,0.1,14,0.96,0,1944,38,738,3002,1943,4.718195,100,33.0,0,100,1,3,2.67,0,-36,0,2,10.1,0.4,
4.54,110,107,107,0.09,234,88,67,0.0,16,0.97,0,1944,39,758,3002,1953,5.419643,100,32.9,0,100,1,3,2.67,0,-29,0,-7,9.6,0.4,
4.64,110,109,109,0.09,234,89,67,0.0,14,0.98,0,1944,40,777,3001,1961,4.731312,100,32.8,0,100,1,3,2.67,0,-19,0,-10,9.3,0.4,
4.74,110,111,111,0.09,234,89,67,-0.0,16,0.97,0,1944,41,797,3000,1969,5.2224717,100,32.7,0,100,1,3,2.67,0,-17,0,-8,9.1,0.3,
4.88,110,113,114,0.09,234,89,67,0.0,17,0.99,0,1944,42,816,3000,1979,5.2978034,100,32.7,0,100,1,3,2.67,0,-17,0,-7,9.0,0.3,
4.98,110,115,115,0.09,234,89,67,0.0,15,0.98,0,1944,43,835,2999,1987,4.5545797,100,32.6,0,100,1,3,2.67,0,-22,0,-8,9.0,0.3,
5.07,110,117,117,0.10,234,89,67,0.0,17,0.98,0,1944,44,855,2999,1995,5.086729,100,32.5,0,100,1,3,2.67,0,-20,0,-8,9.1,0.3,
