时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,0,83,0,2800,0,1.3234668E-7,100,0.0,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
0.16,110,688,698,0.57,1042,266,93,-0.1,-4,1.07,0,5090,83,4238,2800,1667,-0.17827009,100,42.3,0,100,1,3,2.17,0,5,0,0,1.2,0.0,
0.26,110,687,698,0.57,1042,266,93,0.2,-1,1.49,0,5096,83,4233,2800,1665,-0.08089803,100,42.3,0,100,1,3,2.17,0,9,0,0,0.7,0.0,
0.39,110,687,698,0.57,1042,266,93,1.5,-7,2.13,0,5095,84,4242,2800,1669,-0.44623113,100,42.3,0,100,1,3,2.17,0,8,0,0,0.1,0.0,
0.49,110,687,698,0.57,1043,266,93,2.4,-10,2.2,0,5093,84,4248,2800,1672,-0.6019912,100,42.3,0,100,1,3,2.17,0,6,0,0,0.2,0.0,
0.59,110,687,697,0.57,1044,266,93,3.6,-11,2.02,0,5092,84,4246,2799,1672,-0.7144204,100,42.3,0,100,1,3,2.17,0,5,0,0,0.0,0.0,
0.72,110,686,697,0.57,1046,266,93,4.8,-11,1.75,0,5088,84,4240,2799,1670,-0.7840323,100,42.3,0,100,1,3,2.16,0,4,0,0,0.4,0.0,
0.84,110,686,697,0.57,1048,266,93,5.5,-11,1.59,0,5087,83,4235,2799,1669,-0.84824175,100,42.3,0,100,1,3,2.16,0,3,0,0,0.6,0.0,
0.96,110,686,696,0.57,320,266,93,6.0,-11,1.38,0,5087,83,4230,2799,1668,-0.876157,100,42.3,0,100,1,3,2.16,0,2,0,0,0.9,0.0,
1.06,110,686,696,0.57,321,266,93,6.3,-6,1.24,0,5088,83,4234,2799,1670,-0.59682775,100,42.3,0,100,1,3,2.16,0,1,0,0,1.1,0.0,
1.19,110,685,696,0.57,322,266,93,6.5,-13,1.11,0,5089,84,4236,2799,1672,-0.96631795,100,42.2,0,100,1,3,2.16,0,1,0,0,1.2,0.0,
