时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,0,1,1,0.00,72,163,35,-0.3,0,0.02,0,0,0,0,505,0,0.0026307628,100,0.0,0,100,1,3,0.78,0,0,0,0,90.0,0.2,
0.05,110,7,7,0.01,72,165,37,0.0,0,0.99,0,2313,3,69,2460,2503,0.5788419,100,20.2,0,100,1,3,1.99,0,-9,0,0,9.9,0.0,
0.15,110,9,9,0.01,72,165,37,0.0,1,0.98,0,2380,4,95,2549,2687,4.1772895,100,20.2,0,100,1,3,2.02,0,-1,0,0,10.0,0.0,
0.27,110,11,11,0.01,72,165,37,0.0,1,0.98,0,2424,5,121,2615,2827,3.5402343,100,20.2,0,100,1,3,2.04,0,1,0,1,10.0,0.0,
0.37,110,12,12,0.01,72,165,37,0.0,1,0.99,0,2447,5,122,2654,2911,2.8079119,100,20.2,0,100,1,3,2.05,0,-6,0,0,10.1,0.1,
0.48,110,13,13,0.01,72,165,37,0.0,2,0.98,0,2475,6,148,2705,3024,4.4191966,100,20.2,0,100,1,3,2.07,0,0,0,0,10.1,0.1,
0.58,110,15,15,0.01,72,165,38,0.0,1,0.99,0,2494,7,174,2742,3116,3.38829,100,20.2,0,100,1,3,2.08,0,-1,0,0,10.2,0.1,
0.72,110,16,16,0.01,72,166,38,0.0,2,0.98,0,2512,8,201,2780,3196,3.9839745,100,20.2,0,100,1,3,2.10,0,-24,0,0,10.1,0.1,
0.84,110,18,18,0.01,72,166,38,-0.0,2,0.98,0,2527,9,227,2812,3265,4.2652793,100,20.2,0,100,1,3,2.12,0,1,0,-1,10.2,0.1,
0.95,110,20,20,0.02,72,166,38,0.0,2,0.99,0,2539,9,228,2835,3315,3.567989,100,20.2,0,100,1,3,2.13,0,-19,0,-1,10.2,0.1,
1.05,110,21,21,0.02,72,166,38,0.0,2,0.98,0,2548,10,254,2855,3357,3.654398,100,20.2,0,100,1,3,2.14,0,14,0,-1,10.2,0.1,
