时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,0,1,1,0.00,72,163,35,-0.2,0,0.04,0,0,0,0,510,0,0.0033912903,100,0.0,0,100,1,3,0.78,0,0,0,0,90.0,0.4,
0.05,110,7,7,0.01,72,165,37,0.0,0,0.98,0,2306,3,69,2456,2494,0.5716984,100,20.2,0,100,1,3,1.99,0,47,0,1,10.0,0.0,
0.15,110,9,9,0.01,72,165,37,0.0,1,0.99,0,2365,4,94,2533,2653,3.096863,100,20.2,0,100,1,3,2.01,0,54,0,1,10.1,0.0,
0.26,110,10,10,0.01,72,165,37,0.0,1,0.98,0,2404,4,96,2590,2774,3.2803202,100,20.2,0,100,1,3,2.02,0,51,0,0,10.1,0.0,
0.38,110,11,11,0.01,72,165,37,0.0,1,0.98,0,2436,5,121,2641,2883,3.8810644,100,20.2,0,100,1,3,2.04,0,39,0,0,10.1,0.0,
0.49,110,13,13,0.01,72,165,37,0.0,1,0.98,0,2466,6,147,2694,2999,3.2583518,100,20.2,0,100,1,3,2.06,0,38,0,1,10.1,0.1,
0.59,110,14,14,0.01,72,165,38,0.0,1,0.99,0,2482,6,148,2724,3067,3.3725605,100,20.2,0,100,1,3,2.07,0,32,0,0,10.2,0.1,
0.69,110,16,16,0.01,72,165,38,0.0,2,0.99,0,2499,7,174,2758,3149,3.9305263,100,20.2,0,100,1,3,2.09,0,30,0,0,10.2,0.1,
0.82,110,17,17,0.01,72,166,38,0.0,2,0.99,0,2516,8,201,2794,3225,4.0759325,100,20.2,0,100,1,3,2.10,0,23,0,-1,10.2,0.1,
0.93,110,19,19,0.02,72,166,38,0.0,2,0.99,0,2531,9,227,2824,3289,3.9194036,100,20.2,0,100,1,3,2.12,0,8,0,-1,10.2,0.1,
