时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,110,0,0,0.00,71,80,60,0.0,0,0.47,0,0,0,0,702,0,0.0,100,0.0,0,-65535,2,3,1.84,0,0,0,-2,40.9,0.8,
0.05,110,54,54,0.04,71,81,61,0.0,3,0.98,0,1888,29,547,2979,2813,4.320848,100,24.2,0,-65535,1,3,2.54,0,0,0,-10,10.9,0.0,
0.17,110,57,57,0.05,71,81,62,0.0,9,0.98,0,1882,32,602,2989,2884,6.12235,100,24.8,0,-65535,1,3,2.53,0,0,0,-10,11.0,0.0,
0.28,110,59,59,0.05,71,81,62,0.0,9,0.99,0,1876,33,619,2987,2906,5.630459,100,25.1,0,-65535,1,3,2.53,0,0,0,-10,11.0,0.0,
0.38,110,61,61,0.05,71,81,62,0.0,10,0.98,0,1868,35,653,2979,2906,6.219996,100,25.3,0,-65535,1,3,2.52,0,0,0,-10,11.0,0.0,
0.49,110,64,64,0.05,71,82,62,0.0,9,0.98,0,1861,36,669,2969,2866,5.2271934,100,25.2,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
0.63,110,66,66,0.05,71,82,62,0.0,11,0.98,0,1858,37,687,2965,2814,6.261483,100,24.8,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
0.74,110,69,69,0.06,71,82,62,0.0,10,0.98,0,1860,37,688,2967,2749,5.2332797,100,24.2,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
0.84,110,70,70,0.06,71,82,62,0.0,10,0.97,0,1863,38,708,2973,2717,4.9828258,100,23.9,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
0.96,110,73,73,0.06,71,82,62,-0.0,14,0.97,0,1867,38,709,2984,2697,6.8174877,100,23.7,0,-65535,1,3,2.52,0,0,0,-10,11.0,0.0,
1.06,110,75,75,0.06,71,82,62,-0.0,10,0.98,0,1869,40,747,2993,2703,5.0484676,100,23.7,0,-65535,1,3,2.52,0,0,0,-10,11.0,0.0,
1.16,110,77,77,0.06,71,82,62,-0.0,10,0.98,0,1868,41,766,2997,2720,4.5844917,100,23.8,0,-65535,1,3,2.52,0,0,0,-10,11.0,0.0,
1.28,110,79,79,0.06,71,82,62,-0.0,15,0.99,0,1866,42,783,2997,2732,6.8211465,100,24.0,0,-65535,1,3,2.52,0,0,0,-10,11.0,0.0,
1.38,110,81,81,0.07,71,82,62,0.0,11,0.99,0,1863,44,819,2994,2729,5.0906296,100,24.1,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
1.51,110,84,84,0.07,71,82,62,-0.0,13,0.97,0,1859,45,836,2989,2705,5.737289,100,24.1,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
1.61,110,86,86,0.07,71,82,63,-0.0,12,1.0,0,1858,45,836,2986,2672,4.983651,100,23.9,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
1.74,110,89,89,0.07,71,82,63,0.0,14,0.98,0,1860,46,855,2988,2626,5.6455436,100,23.6,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
1.89,110,92,92,0.07,71,82,63,0.0,15,0.98,0,1862,47,875,2993,2599,5.8315783,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
2.00,110,94,94,0.08,71,82,63,0.0,10,0.96,0,1863,48,894,2997,2593,3.8871255,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
2.11,110,96,96,0.08,71,82,63,-0.0,17,0.99,0,1863,49,913,2999,2594,6.271106,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
2.22,110,98,98,0.08,71,82,63,0.0,15,0.97,0,1861,50,930,2999,2592,5.720072,100,23.6,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
2.33,110,100,100,0.08,71,83,63,-0.0,10,0.99,0,1860,51,948,2997,2584,3.7254796,100,23.7,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
2.42,110,102,102,0.08,71,83,63,-0.0,15,0.98,0,1859,51,948,2996,2570,5.3344765,100,23.6,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
2.56,110,104,104,0.09,71,83,63,0.0,18,1.02,0,1858,52,966,2994,2539,6.178268,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
2.66,110,106,106,0.09,71,83,63,0.0,11,0.96,0,1859,53,985,2995,2517,3.591929,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
2.79,110,108,109,0.09,71,83,63,0.0,19,0.98,0,1859,53,985,2997,2497,6.248185,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
2.89,110,110,110,0.09,71,83,63,-0.0,14,0.95,0,1860,54,1004,2999,2487,4.547744,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
3.01,110,112,112,0.09,71,83,63,-0.0,13,1.0,0,1860,55,1023,3000,2481,4.3103356,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
3.14,110,115,115,0.09,71,83,64,0.0,19,0.99,0,1859,56,1041,3000,2471,6.096294,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
3.24,110,117,117,0.10,71,83,64,0.0,11,0.97,0,1858,56,1040,2999,2461,3.558387,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
3.42,110,119,119,0.10,71,83,64,0.0,14,0.97,0,1858,57,1059,2998,2446,4.2284155,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
3.53,110,120,120,0.10,71,83,64,-0.0,11,0.98,1,1858,57,1059,2998,2436,3.3533096,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
3.59,110,121,121,0.10,71,83,64,0.0,16,1.01,1,1858,58,1077,2998,2423,4.7200522,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
3.69,110,124,124,0.10,71,83,64,0.0,22,0.95,0,1858,59,1096,2999,2399,6.421935,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
3.83,110,126,127,0.10,71,83,64,-0.0,20,0.99,1,1858,59,1096,3000,2384,5.789947,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
3.93,110,128,128,0.10,71,83,64,0.0,15,1.0,0,1858,60,1115,3000,2376,4.2049007,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
4.03,110,130,130,0.11,71,84,64,0.0,17,0.98,0,1858,61,1133,3000,2367,4.700754,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
4.16,110,132,133,0.11,71,84,64,0.0,18,0.96,0,1857,61,1133,3000,2352,4.788,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
4.25,110,134,134,0.11,71,84,64,0.0,16,0.99,0,1857,62,1151,2999,2341,4.2065554,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
4.36,110,136,136,0.11,71,84,64,0.0,16,0.96,0,1857,62,1151,2999,2328,4.342256,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
4.49,110,138,138,0.11,71,84,64,-0.0,18,0.98,0,1857,63,1170,3000,2312,4.7773705,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
4.59,110,139,139,0.11,71,84,64,0.0,17,0.97,0,1857,63,1170,3000,2301,4.278324,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
4.72,110,142,142,0.12,71,84,65,0.0,18,0.97,1,1857,64,1188,3001,2287,4.562982,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
4.82,110,143,143,0.12,71,84,65,-0.0,16,0.92,0,1857,64,1188,3001,2280,3.9685006,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
4.96,110,145,145,0.12,71,84,65,-0.0,18,1.01,0,1856,65,1206,3001,2266,4.6069684,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
5.06,110,147,147,0.12,71,84,65,0.0,16,1.04,0,1856,65,1206,3000,2257,3.9106333,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
5.16,110,148,148,0.12,71,84,65,0.0,18,0.95,0,1856,66,1225,3000,2246,4.3478484,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
5.29,110,150,151,0.12,71,84,65,-0.0,19,1.0,0,1856,66,1225,3000,2230,4.5201216,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
5.39,110,152,152,0.12,71,84,65,0.0,16,1.01,0,1856,66,1225,3000,2221,3.8921728,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
5.52,110,154,154,0.13,71,84,65,0.0,22,0.98,0,1856,67,1243,3001,2208,5.0457225,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
5.63,110,156,156,0.13,71,84,65,-0.0,13,0.95,0,1856,67,1243,3001,2199,2.9979873,100,23.6,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
5.76,110,157,158,0.13,71,84,65,0.0,23,1.01,0,1855,68,1262,3001,2187,5.2147417,100,23.6,0,-65535,1,3,2.51,0,0,0,-10,10.9,0.0,
5.87,110,159,159,0.13,71,85,65,0.0,20,0.99,0,1855,68,1261,3001,2175,4.4875183,100,23.6,0,-65535,1,3,2.51,0,0,0,-10,10.8,0.0,
