时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,110,1,1,0.00,72,163,35,-0.3,-29,0.02,0,0,0,0,541,0,-7.548858,100,0.0,0,100,1,3,1.79,0,0,0,0,90.0,0.2,
0.05,110,30,30,0.02,72,168,39,-0.0,1,0.98,0,2790,13,362,2739,3246,2.4394042,100,27.0,0,100,1,3,2.41,0,0,0,-5,10.3,0.6,
0.16,110,32,32,0.03,72,168,40,0.0,4,0.98,0,2790,14,390,2737,3264,4.366309,100,26.5,0,100,1,3,2.41,0,0,0,-5,10.3,0.7,
0.27,110,33,33,0.03,72,168,40,0.0,4,0.98,0,2791,14,390,2739,3263,3.8732672,100,26.1,0,100,1,3,2.41,0,0,0,-5,10.3,0.8,
0.37,110,35,35,0.03,72,169,40,0.0,3,0.98,0,2792,15,418,2744,3269,2.959432,100,25.6,0,100,1,3,2.41,0,0,0,-5,10.3,0.8,
0.50,110,37,37,0.03,72,169,40,-0.0,5,0.98,0,2793,16,447,2753,3284,4.8012896,100,25.2,0,100,1,3,2.41,0,0,0,-5,10.3,0.9,
0.61,110,38,38,0.03,72,169,40,-0.0,4,0.98,0,2795,16,447,2762,3301,3.6590457,100,24.8,0,100,1,3,2.41,0,0,0,-5,10.3,0.9,
0.70,110,40,40,0.03,72,169,40,-0.0,4,0.99,0,2795,17,475,2772,3321,3.2965498,100,24.5,0,100,1,3,2.41,0,0,0,-5,10.3,1.0,
0.84,110,42,42,0.03,72,170,41,0.0,6,0.99,0,2795,18,503,2783,3347,4.937909,100,24.3,0,100,1,3,2.41,0,0,0,-5,10.3,1.1,
0.95,110,43,43,0.04,72,170,41,0.0,4,0.98,0,2796,19,531,2793,3371,3.6688516,100,24.2,0,100,1,3,2.41,0,0,0,-5,10.3,1.2,
1.05,110,45,45,0.04,72,170,41,0.0,5,0.98,0,2796,20,559,2799,3386,3.6835964,100,24.2,0,100,1,3,2.41,0,0,0,-5,10.3,1.2,
1.15,110,46,46,0.04,72,170,41,0.0,5,0.98,0,2795,21,587,2804,3403,4.2149196,100,24.3,0,100,1,3,2.41,0,0,0,-5,10.3,1.3,
1.26,110,48,48,0.04,72,170,41,-0.0,6,0.98,0,2794,21,586,2808,3415,4.231604,100,24.4,0,100,1,3,2.41,0,0,0,-5,10.3,1.4,
1.39,110,50,50,0.04,72,171,41,0.0,6,0.99,0,2794,22,614,2809,3425,4.2996883,100,24.5,0,100,1,3,2.41,0,0,0,-5,10.3,1.4,
