时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,0,1,1,0.00,72,163,35,-0.3,0,-0.0,0,0,0,0,499,0,0.0016134513,100,0.0,0,100,1,3,0.78,0,0,0,0,90.0,0.1,
0.05,90,16,16,0.01,72,165,37,0.0,0,0.99,0,1903,8,152,2566,2767,1.1835241,100,21.1,0,100,1,3,1.54,0,39,0,-1,10.2,0.1,
0.16,90,17,17,0.01,72,165,37,0.0,2,0.99,0,1901,9,171,2578,2810,3.8382285,100,21.7,0,100,1,3,1.54,0,23,0,-1,10.2,0.1,
0.26,90,18,18,0.02,72,165,37,0.0,1,0.98,0,1900,10,190,2582,2834,2.5513518,100,22.1,0,100,1,3,1.54,0,3,0,-2,10.2,0.1,
0.40,90,20,20,0.02,72,165,37,0.0,2,0.98,0,1900,11,209,2581,2849,4.146059,100,22.7,0,100,1,3,1.54,0,16,0,-1,10.2,0.1,
0.51,90,21,21,0.02,72,165,37,0.0,2,0.99,0,1899,12,227,2578,2852,3.0361364,100,23.1,0,100,1,3,1.54,0,10,0,-1,10.2,0.1,
0.61,90,23,23,0.02,72,165,37,0.0,2,0.98,0,1899,12,227,2572,2847,3.1244988,100,23.4,0,100,1,3,1.54,0,-10,0,-1,10.2,0.1,
0.75,90,24,24,0.02,72,165,37,-0.0,2,0.98,0,1900,13,247,2563,2833,3.5103083,100,23.6,0,100,1,3,1.54,0,23,0,0,10.3,0.1,
0.85,90,25,25,0.02,72,166,37,-0.0,2,0.99,0,1900,14,266,2558,2824,3.0446675,100,23.6,0,100,1,3,1.54,0,-3,0,1,10.3,0.1,
0.98,90,27,27,0.02,72,166,37,-0.0,3,0.98,0,1900,15,285,2550,2808,4.0522933,100,23.6,0,100,1,3,1.54,0,3,0,1,10.3,0.1,
1.10,90,28,28,0.02,72,166,37,-0.0,2,0.99,0,1900,15,285,2546,2799,3.1002207,100,23.4,0,100,1,3,1.54,0,23,0,1,10.3,0.1,
1.21,90,30,30,0.02,72,166,37,0.0,3,0.98,0,1901,16,304,2544,2788,3.534313,100,23.1,0,100,1,3,1.54,0,-4,0,1,10.3,0.1,
1.31,90,31,31,0.03,72,166,37,-0.0,3,0.98,0,1901,17,323,2544,2782,2.9479308,100,22.9,0,100,1,3,1.54,0,3,0,1,10.3,0.1,
1.45,90,33,33,0.03,72,166,37,0.0,3,0.99,0,1901,17,323,2546,2778,3.4205596,100,22.5,0,100,1,3,1.54,0,3,0,0,10.3,0.1,
1.55,90,34,34,0.03,72,166,37,-0.0,3,0.98,0,1902,18,342,2550,2778,3.0423915,100,22.2,0,100,1,3,1.54,0,-4,0,0,10.3,0.1,
1.65,90,35,35,0.03,72,166,37,-0.0,3,0.98,0,1902,19,361,2555,2780,3.3682456,100,21.9,0,100,1,3,1.54,0,-23,0,2,10.3,0.1,
1.75,90,36,36,0.03,72,166,37,-0.0,3,0.99,0,1902,20,380,2560,2785,2.699125,100,21.7,0,100,1,3,1.54,0,-3,0,0,10.3,0.1,
