时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,103,1,1,0.00,71,65,49,-0.2,0,0.06,0,0,0,0,477,0,0.0057104835,100,0.0,0,-65535,2,3,1.58,0,0,0,0,90.0,1.0,
0.06,103,5,5,0.00,71,67,50,0.0,0,0.98,0,1135,2,21,2017,1134,0.42785287,100,23.0,0,-65535,1,3,2.07,0,0,0,-8,10.3,0.1,
0.13,103,6,6,0.00,71,67,50,0.0,0,0.98,0,1162,2,23,2041,1161,0.903841,100,23.0,0,-65535,1,3,2.08,0,0,0,-8,10.3,0.1,
0.24,103,7,7,0.01,71,67,50,0.0,1,0.98,0,1256,2,30,2126,1259,3.5012085,100,23.0,0,-65535,1,3,2.15,0,0,0,-8,10.3,0.1,
0.32,103,7,7,0.01,71,67,50,0.0,0,0.98,0,1310,3,35,2175,1317,2.1217844,100,23.0,0,-65535,1,3,2.18,0,0,0,-8,10.3,0.1,
0.41,103,8,8,0.01,71,67,50,0.0,1,0.98,0,1363,3,41,2224,1377,2.545537,100,23.0,0,-65535,1,3,2.22,0,0,0,-8,10.4,0.1,
0.49,103,9,9,0.01,71,67,50,0.0,1,0.98,0,1417,3,47,2272,1437,2.6548197,100,23.0,0,-65535,1,3,2.25,0,0,0,-8,10.4,0.1,
0.57,103,10,10,0.01,71,67,50,0.0,1,0.98,0,1469,4,53,2320,1498,2.6993613,100,23.0,0,-65535,1,3,2.29,0,0,0,-8,10.4,0.1,
0.67,103,11,11,0.01,71,67,50,0.0,1,0.98,0,1534,4,62,2379,1575,3.0696797,100,23.0,0,-65535,1,3,2.33,0,0,0,-8,10.4,0.1,
0.76,103,12,12,0.01,71,67,50,0.0,1,0.98,0,1584,5,71,2426,1637,3.1598775,100,23.0,0,-65535,1,3,2.36,0,0,0,-8,10.4,0.0,
