时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,110,1,1,0.00,72,163,35,-0.2,0,0.08,0,0,0,0,576,0,0.0033275094,100,0.0,0,100,1,3,1.93,0,0,0,0,90.0,0.6,
0.05,110,33,33,0.03,72,168,40,0.0,1,0.98,0,2791,14,390,2738,3262,2.5208085,100,26.2,0,100,1,3,2.41,0,0,0,-5,10.3,0.7,
0.15,110,34,34,0.03,72,169,40,0.0,3,0.98,0,2791,15,418,2742,3266,3.0410202,100,25.8,0,100,1,3,2.41,0,0,0,-5,10.3,0.8,
0.28,110,36,36,0.03,72,169,40,-0.0,4,0.98,0,2793,16,446,2752,3281,4.2175064,100,25.2,0,100,1,3,2.41,0,0,0,-5,10.3,0.9,
0.38,110,38,38,0.03,72,169,40,-0.0,4,0.98,0,2794,16,447,2759,3294,3.619838,100,24.9,0,100,1,3,2.41,0,0,0,-5,10.3,0.9,
0.52,110,40,40,0.03,72,169,40,-0.0,5,0.99,0,2795,17,475,2772,3321,4.851961,100,24.5,0,100,1,3,2.41,0,0,0,-5,10.3,1.0,
0.63,110,41,41,0.03,72,169,41,0.0,4,0.99,0,2796,18,503,2782,3342,3.6823874,100,24.3,0,100,1,3,2.41,0,0,0,-5,10.3,1.1,
0.74,110,43,43,0.03,72,170,41,0.0,4,0.98,0,2796,19,531,2790,3363,3.6352832,100,24.2,0,100,1,3,2.41,0,0,0,-5,10.3,1.1,
0.85,110,45,45,0.04,72,170,41,0.0,6,0.98,0,2796,20,559,2799,3387,4.981359,100,24.2,0,100,1,3,2.41,0,0,0,-5,10.3,1.2,
0.97,110,46,46,0.04,72,170,41,0.0,4,0.98,0,2795,21,587,2804,3403,2.9865232,100,24.3,0,100,1,3,2.41,0,0,0,-5,10.3,1.3,
1.07,110,48,48,0.04,72,170,41,-0.0,6,0.98,0,2794,21,586,2808,3415,4.419754,100,24.4,0,100,1,3,2.41,0,0,0,-5,10.3,1.3,
1.17,110,49,49,0.04,72,170,41,0.0,6,0.99,0,2794,22,614,2809,3424,4.2559934,100,24.5,0,100,1,3,2.41,0,0,0,-5,10.3,1.4,
1.37,110,52,53,0.04,72,171,42,0.0,6,0.98,0,2794,24,670,2808,3431,4.1932535,100,24.8,0,100,1,3,2.41,0,0,0,-5,10.3,1.6,
1.47,110,54,54,0.04,72,171,42,0.0,6,0.99,0,2794,24,670,2806,3430,3.8251364,100,24.9,0,100,1,3,2.41,0,0,0,-5,10.3,1.6,
