时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,0,1,1,0.00,72,163,35,-0.3,0,0.02,0,0,0,0,505,0,0.00286621,100,0.0,0,100,1,3,0.78,0,0,0,0,90.0,0.2,
0.05,110,2,2,0.00,72,164,37,0.0,0,0.98,0,1714,1,17,1935,1550,0.18088925,100,20.2,0,100,1,3,1.80,0,-21,1,3,9.6,0.2,
0.15,110,3,3,0.00,72,164,37,0.0,0,0.98,0,1832,1,18,2035,1714,1.6814817,100,20.2,0,100,1,3,1.82,0,-31,1,1,9.6,0.1,
0.29,110,4,4,0.00,72,164,37,0.0,0,0.98,0,1984,1,19,2166,1943,2.103867,100,20.2,0,100,1,3,1.86,0,-15,0,1,9.8,0.1,
0.40,110,5,5,0.00,72,164,37,0.0,0,0.98,0,2076,2,41,2253,2102,2.4401371,100,20.2,0,100,1,3,1.88,0,3,1,0,9.9,0.0,
0.50,110,6,6,0.00,72,164,37,-0.0,0,0.98,0,2155,2,43,2334,2254,2.337649,100,20.2,0,100,1,3,1.90,0,24,0,0,10.0,0.0,
0.60,110,7,7,0.01,72,165,37,0.0,1,0.98,0,2223,3,66,2407,2398,2.7851882,100,20.2,0,100,1,3,1.93,0,41,0,1,10.0,0.0,
0.73,110,8,8,0.01,72,165,37,0.0,1,0.99,0,2290,3,68,2487,2559,3.0664663,100,20.2,0,100,1,3,1.95,0,60,0,1,10.1,0.0,
0.83,110,10,10,0.01,72,165,37,0.0,1,0.99,0,2336,4,93,2546,2682,2.9124792,100,20.2,0,100,1,3,1.97,0,53,0,1,10.1,0.0,
0.97,110,11,11,0.01,72,165,37,0.0,1,0.98,0,2381,5,119,2609,2815,3.4571252,100,20.2,0,100,1,3,1.99,0,42,0,0,10.1,0.1,
1.07,110,12,12,0.01,72,165,37,0.0,1,0.98,0,2411,5,120,2655,2914,3.1999464,100,20.2,0,100,1,3,2.01,0,39,0,1,10.1,0.1,
1.20,110,14,14,0.01,72,165,38,0.0,1,0.99,0,2444,7,171,2710,3043,3.798521,100,20.2,0,100,1,3,2.03,0,37,0,0,10.2,0.1,
1.30,110,15,15,0.01,72,165,38,0.0,1,0.98,0,2460,7,172,2737,3102,3.4219382,100,20.2,0,100,1,3,2.05,0,43,0,-1,10.2,0.1,
1.40,110,17,17,0.01,72,166,38,0.0,2,0.98,0,2477,8,198,2768,3168,3.9624176,100,20.2,0,100,1,3,2.06,0,42,0,0,10.2,0.1,
1.53,110,19,19,0.02,72,166,38,0.0,2,0.99,0,2497,9,224,2805,3246,4.1227145,100,20.2,0,100,1,3,2.08,0,21,0,1,10.2,0.1,
1.65,110,21,21,0.02,72,166,38,0.0,2,0.98,0,2510,10,251,2827,3293,4.333044,100,20.2,0,100,1,3,2.10,0,1,0,0,10.2,0.1,
1.75,110,22,22,0.02,72,166,38,0.0,2,0.98,0,2520,11,277,2847,3334,3.657345,100,20.2,0,100,1,3,2.11,0,8,0,1,10.2,0.1,
1.88,110,24,24,0.02,72,166,39,0.0,3,0.99,0,2533,12,303,2867,3380,4.281068,100,20.3,0,100,1,3,2.13,0,8,0,0,10.2,0.1,
1.98,110,26,26,0.02,72,166,39,0.0,3,0.98,0,2541,13,330,2880,3433,3.8039393,100,20.5,0,100,1,3,2.14,0,-12,0,2,10.2,0.1,
2.12,110,28,28,0.02,72,167,39,-0.0,3,0.98,0,2553,14,357,2891,3489,4.44847,100,21.1,0,100,1,3,2.16,0,21,0,1,10.3,0.1,
2.22,110,29,29,0.02,72,167,39,0.0,3,0.99,0,2562,15,384,2892,3512,3.9192877,100,21.5,0,100,1,3,2.17,0,-6,0,-1,10.3,0.2,
2.35,110,31,31,0.03,72,167,39,0.0,4,0.98,0,2573,16,411,2888,3537,5.2489557,100,22.4,0,100,1,3,2.18,0,1,0,0,10.3,0.2,
2.45,110,33,33,0.03,72,167,40,-0.0,3,0.99,0,2585,17,439,2879,3539,3.2048688,100,23.1,0,100,1,3,2.19,0,21,0,0,10.3,0.2,
2.58,110,35,35,0.03,72,168,40,0.0,5,0.98,0,2598,17,441,2864,3524,5.2603087,100,23.7,0,100,1,3,2.20,0,-6,0,0,10.3,0.2,
2.68,110,37,37,0.03,72,168,40,-0.0,4,0.98,0,2608,18,469,2850,3501,3.9793422,100,24.2,0,100,1,3,2.21,0,1,0,0,10.3,0.2,
2.79,110,38,38,0.03,72,168,40,-0.0,4,0.99,0,2618,19,497,2835,3475,3.509191,100,24.5,0,100,1,3,2.22,0,8,0,0,10.3,0.2,
2.93,110,41,41,0.03,72,168,40,0.0,5,0.99,0,2630,19,499,2816,3437,4.732145,100,24.8,0,100,1,3,2.23,0,-25,0,0,10.3,0.2,
3.04,110,42,42,0.03,72,168,40,0.0,4,0.99,0,2640,20,528,2805,3412,3.3604798,100,24.8,0,100,1,3,2.24,0,2,0,-4,10.3,0.2,
3.17,110,44,44,0.04,72,169,41,0.0,6,0.97,0,2648,21,556,2794,3388,4.991913,100,24.7,0,100,1,3,2.25,0,-17,8,3,10.2,0.2,
3.27,110,46,46,0.04,72,169,41,-0.0,5,0.98,0,2656,21,557,2789,3374,3.7808163,100,24.5,0,100,1,3,2.26,0,16,18,5,10.3,0.2,
3.37,110,47,47,0.04,72,169,41,0.0,4,0.98,0,2663,22,586,2786,3365,3.3437238,100,24.3,0,100,1,3,2.27,0,-4,22,13,10.3,0.3,
3.50,110,49,49,0.04,72,169,41,-0.0,7,0.99,0,2672,23,614,2786,3359,4.960172,100,24.0,0,100,1,3,2.27,0,23,21,10,10.4,0.3,
3.60,110,50,51,0.04,72,169,41,0.0,5,0.98,0,2678,23,616,2788,3359,3.7517362,100,23.8,0,100,1,3,2.28,0,16,14,9,10.3,0.4,
3.73,110,52,52,0.04,72,169,42,0.0,6,0.98,0,2686,24,644,2792,3363,4.249348,100,23.6,0,100,1,3,2.29,0,16,6,1,10.3,0.5,
3.83,110,54,54,0.04,72,170,42,0.0,6,1.0,0,2691,25,672,2797,3370,3.7289932,100,23.4,0,100,1,3,2.30,0,22,-2,-21,10.4,0.5,
3.97,110,56,56,0.05,72,170,42,0.0,7,0.98,0,2698,26,701,2802,3382,4.246111,100,23.4,0,100,1,3,2.30,0,-5,-8,-16,10.3,0.5,
