时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,110,2,2,0.00,72,145,60,-0.4,0,0.0,0,0,1,0,472,0,-0.37786534,100,0.0,0,100,2,3,0.85,0,0,0,0,79.8,0.3,
0.10,110,6,6,0.00,72,147,59,0.0,0,1.0,0,1705,3,42,1523,2016,0.487513,100,20.0,0,100,2,3,1.56,0,0,0,0,4.9,0.2,
0.23,110,7,7,0.01,72,148,59,0.0,0,1.0,0,1953,3,53,1611,2251,1.7486075,100,20.0,0,100,2,3,1.66,0,0,0,0,4.9,0.2,
0.33,110,7,7,0.01,72,148,59,0.0,0,1.0,0,2109,3,63,1663,2398,1.676322,100,20.0,0,100,2,3,1.71,0,0,0,0,4.9,0.2,
0.45,110,8,8,0.01,72,148,59,0.0,0,1.0,0,2371,3,78,1745,2637,2.1786487,100,20.0,0,100,2,3,1.81,0,0,0,0,4.9,0.2,
0.58,110,9,9,0.01,72,148,59,0.0,1,1.0,0,2666,4,97,1831,2899,2.3988829,100,20.0,0,100,2,3,1.92,0,0,0,0,4.9,0.2,
0.68,110,10,10,0.01,72,149,59,0.0,1,1.0,0,2936,4,116,1906,3139,2.3160172,100,20.0,0,100,2,3,2.01,0,0,0,0,4.9,0.2,
0.78,110,11,11,0.01,72,149,59,0.0,1,1.0,0,3226,4,139,1984,3396,2.7975352,100,20.0,0,100,2,3,2.12,0,0,0,0,4.9,0.2,
0.91,110,12,12,0.01,72,149,60,0.0,1,1.0,0,3579,5,170,2082,3727,3.125748,100,20.0,0,100,2,3,2.25,0,0,0,0,4.9,0.2,
1.01,110,14,14,0.01,72,150,60,0.0,1,1.0,0,3836,5,202,2165,4016,2.973297,100,20.0,0,100,2,3,2.34,0,0,0,0,4.9,0.3,
1.14,110,15,15,0.01,72,150,60,0.0,2,1.0,0,4090,6,245,2263,4366,3.7178311,100,20.0,0,100,2,3,2.41,0,0,0,0,4.9,0.3,
1.25,110,17,17,0.01,72,151,60,0.0,2,1.0,0,4251,7,286,2341,4652,3.5235226,100,20.0,0,100,2,3,2.45,0,0,0,0,4.9,0.3,
1.35,110,18,18,0.01,72,151,60,0.0,2,1.0,0,4368,7,330,2416,4925,4.1977153,100,20.0,0,100,2,3,2.48,0,0,0,0,4.9,0.4,
1.48,110,20,20,0.02,72,152,60,0.0,2,1.0,0,4457,9,388,2497,5228,4.543485,100,20.0,0,100,2,3,2.49,0,0,0,0,4.8,0.4,
1.58,110,22,22,0.02,72,152,60,0.0,2,1.0,0,4278,10,438,2558,5437,4.1585636,100,20.0,0,100,2,3,2.49,0,0,0,0,4.8,0.5,
1.71,110,24,24,0.02,72,152,60,0.0,3,0.99,0,4190,12,500,2617,5659,4.9201727,100,20.0,0,100,1,3,1.77,0,0,0,0,4.8,0.5,
1.81,110,26,26,0.02,72,153,60,0.0,3,0.99,0,4281,13,550,2648,5774,4.4461594,100,20.0,0,100,1,3,1.80,0,0,0,0,4.8,0.6,
1.91,110,28,28,0.02,72,153,60,0.0,4,0.99,0,4390,14,604,2686,5915,5.147802,100,20.0,0,100,1,3,1.84,0,0,0,0,4.9,0.6,
2.05,110,30,30,0.02,72,154,60,-0.0,4,1.0,0,4532,15,675,2736,6104,5.4288034,100,20.0,0,100,1,3,1.90,0,0,0,0,4.9,0.6,
2.14,110,32,32,0.03,72,154,60,-0.0,4,1.0,0,4607,16,732,2763,6207,4.842184,100,20.0,0,100,1,3,1.93,0,0,0,0,4.9,0.7,
2.25,110,34,34,0.03,72,154,60,0.0,5,1.0,0,4696,17,793,2796,6329,5.531727,100,20.0,0,100,1,3,1.96,0,0,0,0,4.9,0.7,
2.35,110,36,36,0.03,72,155,60,0.0,6,1.0,0,4775,18,857,2827,6445,5.637575,100,20.0,0,100,1,3,2.00,0,0,0,0,4.9,0.7,
2.48,110,39,39,0.03,72,155,61,0.0,6,0.99,0,4867,19,936,2863,6576,5.850744,100,20.0,0,100,1,3,2.04,0,0,0,0,4.9,0.8,
2.60,110,41,41,0.03,72,156,61,-0.0,6,0.99,0,4929,20,1006,2890,6699,5.188289,100,20.1,0,100,1,3,2.07,0,0,0,0,4.9,0.8,
2.69,110,43,43,0.04,72,156,61,-0.0,7,1.0,0,4991,22,1098,2919,6875,6.2638974,100,20.4,0,100,1,3,2.10,0,0,0,0,4.9,0.8,
2.83,110,46,46,0.04,72,156,61,0.0,8,1.01,0,5042,23,1198,2943,7060,6.227795,100,20.9,0,100,1,3,2.13,0,0,0,0,4.9,0.9,
2.93,110,48,48,0.04,72,157,61,0.0,7,1.0,0,5069,25,1283,2957,7200,5.5902295,100,21.5,0,100,1,3,2.15,0,0,0,0,4.9,0.9,
3.06,110,51,51,0.04,72,157,61,0.0,9,0.99,0,5084,27,1380,2967,7319,6.5401144,100,22.4,0,100,1,3,2.16,0,0,0,0,4.9,0.9,
3.16,110,54,54,0.04,72,158,61,0.0,9,0.99,0,5089,28,1451,2970,7353,5.7430024,100,23.3,0,100,1,3,2.17,0,0,0,0,4.9,1.0,
3.30,110,57,57,0.05,72,158,61,0.0,10,1.0,0,5079,30,1534,2967,7380,6.622435,100,24.7,0,100,1,3,2.16,0,0,0,0,4.9,1.0,
3.39,110,59,59,0.05,72,159,61,0.0,9,1.0,0,5059,31,1591,2961,7350,5.7113814,100,25.5,0,100,1,3,2.16,0,0,0,0,4.9,1.0,
3.53,110,62,62,0.05,72,159,61,0.0,13,0.99,0,5022,33,1625,2943,7110,7.5697217,100,27.1,0,100,1,3,2.14,0,0,0,0,4.9,1.0,
3.63,110,64,64,0.05,72,160,61,0.0,8,1.0,0,4984,33,1588,2927,6757,4.3676763,100,28.1,0,100,1,3,2.12,0,0,0,0,4.9,1.0,
3.73,110,66,66,0.05,72,160,61,0.0,11,0.99,0,4949,32,1557,2909,6410,5.810672,100,29.0,0,100,1,3,2.10,0,0,0,0,4.9,0.9,
3.86,110,69,69,0.06,72,160,62,-0.0,12,0.99,0,4893,32,1540,2887,6084,6.424618,100,30.0,0,100,1,3,2.08,0,0,0,0,4.9,0.8,
3.96,110,71,71,0.06,72,161,62,-0.0,7,0.99,0,4842,32,1538,2867,5944,3.7795305,100,30.6,0,100,1,3,2.05,0,0,0,0,4.9,0.7,
4.09,110,73,73,0.06,72,161,62,-0.0,12,0.99,0,4777,32,1562,2843,5823,6.017351,100,31.1,0,100,1,3,2.03,0,0,0,0,4.9,0.6,
4.20,110,75,75,0.06,72,162,62,-0.0,9,1.0,0,4720,33,1584,2822,5759,4.486253,100,31.2,0,100,1,3,2.01,0,0,0,0,5.0,0.5,
4.30,110,77,77,0.06,72,162,62,-0.0,8,1.01,0,4667,34,1606,2802,5727,3.947015,100,31.2,0,100,1,3,1.98,0,0,0,0,5.0,0.4,
4.43,110,79,79,0.06,72,162,62,0.0,13,1.0,0,4602,37,1702,2777,5872,5.9905815,100,30.9,0,100,1,3,1.96,0,0,0,0,4.9,0.3,
4.53,110,81,81,0.07,72,163,62,0.0,10,0.98,0,4545,39,1782,2757,6002,4.6160026,100,30.5,0,100,1,3,1.93,0,0,0,0,4.9,0.2,
4.65,110,83,83,0.07,72,163,62,0.0,10,1.01,0,4490,42,1906,2737,6269,4.4926963,100,30.0,0,100,1,3,1.91,0,0,0,0,4.9,0.1,
4.78,110,85,85,0.07,72,164,62,0.0,16,1.0,0,4409,46,2041,2707,6486,6.647094,100,29.0,0,100,1,3,1.88,0,0,0,0,4.9,0.0,
4.88,110,87,88,0.07,72,164,62,0.0,10,0.99,0,4351,47,2073,2688,6465,4.128677,100,28.2,0,100,1,3,1.86,0,0,0,0,4.9,0.0,
5.01,110,90,90,0.07,72,164,62,0.0,16,0.98,0,4295,49,2115,2668,6386,6.5834203,100,27.0,0,100,1,3,1.84,0,0,0,0,4.8,0.1,
5.11,110,92,92,0.07,72,165,62,-0.0,13,1.0,0,4255,50,2131,2654,6296,4.962206,100,26.0,0,100,1,3,1.82,0,0,0,0,4.9,0.2,
5.21,110,94,94,0.08,72,165,62,-0.0,11,0.98,0,4229,50,2100,2645,6098,4.3036776,100,24.8,0,100,1,3,1.81,0,0,0,0,4.9,0.2,
5.35,110,96,96,0.08,72,165,62,-0.0,16,1.0,0,4231,48,2043,2644,5774,6.024424,100,23.3,0,100,1,3,1.81,0,0,0,0,4.9,0.3,
5.45,110,98,98,0.08,72,166,62,0.0,12,1.02,0,4261,46,1973,2653,5474,4.2602973,100,22.0,0,100,1,3,1.82,0,0,0,0,4.9,0.3,
5.56,110,99,100,0.08,72,166,63,0.0,11,1.0,0,4321,44,1901,2672,5187,3.919208,100,20.8,0,100,1,3,1.84,0,0,0,0,4.9,0.4,
5.70,110,102,102,0.08,72,166,63,0.0,15,0.99,0,4441,43,1917,2712,5116,5.2385902,100,20.0,0,100,1,3,1.88,0,0,0,0,4.9,0.5,
5.80,110,103,103,0.08,72,167,63,0.0,9,0.99,0,4521,44,1979,2741,5216,3.087052,100,20.0,0,100,1,3,1.91,0,0,0,0,4.9,0.5,
5.93,110,105,105,0.09,72,167,63,-0.0,16,0.99,0,4616,44,2067,2774,5329,5.2979307,100,20.0,0,100,1,3,1.94,0,0,0,0,4.9,0.5,
6.03,110,107,107,0.09,72,167,63,-0.0,12,1.0,0,4690,45,2135,2801,5418,4.142114,100,20.0,0,100,1,3,1.97,0,0,0,0,4.9,0.5,
6.16,110,109,109,0.09,72,168,63,0.0,15,0.99,0,4765,46,2215,2830,5516,4.7492337,100,20.0,0,100,1,3,2.01,0,0,0,0,4.9,0.5,
6.26,110,111,111,0.09,72,168,63,0.0,13,1.02,0,4828,47,2286,2854,5603,4.1802945,100,20.0,0,100,1,3,2.03,0,0,0,0,4.9,0.5,
6.39,110,113,113,0.09,72,169,63,0.0,16,0.98,0,4889,49,2397,2878,5765,4.9764647,100,20.3,0,100,1,3,2.06,0,0,0,0,4.9,0.5,
