时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,0,1,1,0.00,72,163,35,-0.3,0,-0.0,0,0,0,0,499,0,-1.6616215E-4,100,0.0,0,100,1,3,0.78,0,0,0,0,90.0,0.1,
0.05,110,22,22,0.02,72,166,38,0.0,1,0.98,0,2644,10,264,2824,3419,1.7185795,100,24.4,0,100,1,3,2.25,0,-25,2,3,10.2,0.0,
0.15,110,23,23,0.02,72,166,38,0.0,2,0.99,0,2651,11,291,2816,3416,3.944566,100,25.1,0,100,1,3,2.26,0,-12,2,3,10.2,0.0,
0.29,110,25,25,0.02,72,167,38,0.0,3,0.98,0,2660,12,319,2799,3393,4.3233156,100,25.8,0,100,1,3,2.27,0,-45,2,3,10.2,0.1,
0.39,110,27,27,0.02,72,167,39,-0.0,3,0.98,0,2665,12,319,2788,3374,3.7555444,100,26.1,0,100,1,3,2.27,0,-32,1,4,10.2,0.1,
0.52,110,29,29,0.02,72,167,39,-0.0,4,0.99,0,2674,13,347,2770,3337,5.0252457,100,26.3,0,100,1,3,2.28,0,-39,1,2,10.3,0.1,
0.64,110,30,30,0.02,72,167,39,-0.0,3,0.98,0,2679,14,375,2760,3313,3.619408,100,26.2,0,100,1,3,2.29,0,-45,1,1,10.2,0.2,
0.75,110,32,32,0.03,72,167,39,-0.0,4,0.98,0,2686,14,376,2751,3291,4.3344913,100,26.0,0,100,1,3,2.29,0,-19,1,0,10.3,0.2,
0.85,110,34,34,0.03,72,168,39,0.0,3,0.99,0,2692,15,403,2748,3280,3.5913467,100,25.7,0,100,1,3,2.30,0,-39,1,1,10.3,0.2,
0.99,110,35,35,0.03,72,168,40,-0.0,4,0.98,0,2699,16,431,2749,3275,4.117425,100,25.2,0,100,1,3,2.31,0,-25,1,0,10.2,0.2,
1.09,110,37,37,0.03,72,168,40,-0.0,4,0.98,0,2705,16,432,2752,3279,3.6345036,100,24.8,0,100,1,3,2.31,0,-12,0,-1,10.3,0.2,
1.19,110,38,39,0.03,72,168,40,-0.0,5,0.98,0,2710,17,460,2759,3288,4.1855154,100,24.5,0,100,1,3,2.32,0,-38,0,-2,10.3,0.2,
1.32,110,40,40,0.03,72,168,40,-0.0,5,0.99,0,2717,18,489,2768,3306,4.2112722,100,24.1,0,100,1,3,2.32,0,-24,0,-2,10.3,0.2,
1.42,110,42,42,0.03,72,169,40,0.0,4,0.99,0,2721,19,517,2777,3325,3.6306713,100,23.9,0,100,1,3,2.33,0,-57,0,-3,10.2,0.2,
1.53,110,44,44,0.04,72,169,40,0.0,5,0.98,0,2727,20,545,2787,3346,4.1383324,100,23.7,0,100,1,3,2.33,0,-44,0,-2,10.2,0.2,
1.63,110,45,45,0.04,72,169,41,0.0,5,0.98,0,2730,20,546,2794,3361,3.6862276,100,23.6,0,100,1,3,2.34,0,-57,0,-2,10.3,0.2,
1.74,110,46,46,0.04,72,169,41,-0.0,5,0.98,0,2734,21,574,2801,3379,4.1784344,100,23.7,0,100,1,3,2.34,0,-37,0,-1,10.3,0.2,
1.87,110,49,49,0.04,72,169,41,0.0,6,0.99,0,2738,22,602,2808,3402,4.2441688,100,23.8,0,100,1,3,2.35,0,-31,0,1,10.3,0.2,
1.97,110,50,50,0.04,72,170,41,0.0,5,0.99,0,2740,23,630,2811,3412,3.7950754,100,23.9,0,100,1,3,2.35,0,-37,0,0,10.3,0.2,
2.10,110,52,52,0.04,72,170,41,0.0,7,0.98,0,2745,24,659,2812,3425,5.000814,100,24.1,0,100,1,3,2.35,0,-44,0,0,10.3,0.2,
2.20,110,54,54,0.04,72,170,42,0.0,4,0.98,0,2748,24,659,2811,3430,3.0458837,100,24.3,0,100,1,3,2.36,0,-37,0,0,10.3,0.2,
2.34,110,55,56,0.05,72,170,42,0.0,8,0.98,0,2752,25,688,2809,3432,5.1483564,100,24.4,0,100,1,3,2.36,0,-37,0,-6,10.3,0.2,
2.43,110,57,57,0.05,72,170,42,0.0,6,0.98,0,2755,26,716,2806,3430,3.7403107,100,24.6,0,100,1,3,2.36,0,-65,0,-8,10.3,0.2,
2.57,110,59,59,0.05,72,171,42,0.0,7,0.98,0,2757,27,744,2802,3424,4.325498,100,24.7,0,100,1,3,2.37,0,-64,0,-7,10.3,0.2,
2.67,110,61,61,0.05,72,171,42,-0.0,6,0.98,0,2760,27,745,2798,3419,3.7372656,100,24.7,0,100,1,3,2.37,0,-68,-6,-11,10.3,0.1,
2.80,110,62,62,0.05,72,171,42,-0.0,7,0.98,0,2763,28,773,2795,3412,4.250876,100,24.7,0,100,1,3,2.37,0,-64,-19,-13,10.3,0.0,
2.90,110,64,64,0.05,72,171,43,-0.0,7,0.98,0,2766,29,802,2792,3406,3.751346,100,24.6,0,100,1,3,2.38,0,-31,-18,-14,10.3,0.1,
3.00,110,65,66,0.05,72,171,43,-0.0,8,0.99,0,2768,29,802,2791,3402,4.210964,100,24.6,0,100,1,3,2.38,0,-19,-14,-8,10.3,0.2,
3.13,110,67,67,0.05,72,172,43,0.0,8,0.99,0,2772,30,831,2790,3398,4.1928134,100,24.5,0,100,1,3,2.38,0,-27,-11,-10,10.3,0.4,
3.24,110,69,69,0.06,72,172,43,0.0,7,0.98,0,2774,31,860,2790,3397,3.6988046,100,24.4,0,100,1,3,2.38,0,-33,-9,-1,10.3,0.5,
3.37,110,71,71,0.06,72,172,43,-0.0,8,0.98,0,2777,32,888,2792,3397,4.199727,100,24.2,0,100,1,3,2.39,0,-40,-4,7,10.3,0.6,
3.47,110,72,72,0.06,72,172,43,0.0,7,1.0,0,2779,32,889,2793,3399,3.6994293,100,24.2,0,100,1,3,2.39,0,-64,-1,19,10.3,0.7,
3.57,110,74,74,0.06,72,172,44,0.0,8,0.98,0,2781,33,917,2795,3402,4.1629677,100,24.1,0,100,1,3,2.39,0,-75,2,15,10.2,0.7,
3.70,110,76,76,0.06,72,173,44,0.0,9,0.98,0,2784,34,946,2797,3407,4.212099,100,24.0,0,100,1,3,2.39,0,-76,3,10,10.3,0.6,
3.80,110,77,77,0.06,72,173,44,0.0,8,0.98,0,2785,35,974,2799,3410,3.7370362,100,24.0,0,100,1,3,2.39,0,-73,3,6,10.3,0.5,
3.93,110,79,79,0.06,72,173,44,-0.0,11,0.96,0,2788,36,1003,2800,3415,4.949586,100,24.0,0,100,1,3,2.40,0,-75,3,3,10.3,0.4,
4.04,110,81,81,0.07,72,173,44,-0.0,7,1.0,0,2788,36,1003,2801,3418,2.988464,100,24.0,0,100,1,3,2.40,0,-76,2,0,10.3,0.3,
4.14,110,82,82,0.07,72,174,45,0.0,10,0.98,0,2790,37,1032,2802,3421,4.2219825,100,24.0,0,100,1,3,2.40,0,-83,1,-7,10.2,0.2,
4.27,110,84,84,0.07,72,174,45,0.0,11,0.98,0,2792,38,1061,2802,3426,4.926761,100,24.1,0,100,1,3,2.40,0,-84,0,-11,10.3,0.2,
4.37,110,86,86,0.07,72,174,45,0.0,7,0.97,0,2794,38,1061,2801,3421,3.022773,100,24.1,0,100,1,3,2.40,0,-92,0,-9,10.3,0.2,
4.50,110,88,88,0.07,72,174,45,-0.0,12,1.0,0,2795,39,1090,2801,3414,4.9370446,100,24.1,0,100,1,3,2.41,0,-76,0,-2,10.3,0.2,
4.60,110,89,89,0.07,72,174,45,0.0,9,0.99,0,2794,40,1117,2801,3408,3.697529,100,24.1,0,100,1,3,2.41,0,-78,0,-2,10.3,0.2,
4.74,110,91,91,0.07,72,175,45,0.0,11,0.97,0,2794,40,1117,2800,3399,4.2023816,100,24.1,0,100,1,3,2.41,0,-96,0,-1,10.3,0.2,
4.84,110,93,93,0.08,72,175,46,0.0,10,0.99,0,2795,41,1145,2800,3391,3.7769248,100,24.1,0,100,1,3,2.41,0,-99,0,-1,10.3,0.2,
4.94,110,94,94,0.08,72,175,46,0.0,11,0.97,0,2795,42,1173,2800,3383,4.1756773,100,24.1,0,100,1,3,2.41,0,-98,0,-1,10.2,0.2,
5.07,110,96,96,0.08,72,175,46,0.0,11,1.01,0,2795,42,1173,2799,3373,4.241705,100,24.1,0,100,1,3,2.41,0,-99,0,3,10.2,0.2,
5.17,110,97,98,0.08,72,175,46,0.0,10,1.01,0,2796,43,1202,2799,3364,3.766035,100,24.1,0,100,1,3,2.41,0,-100,0,6,10.0,0.2,
5.30,110,99,99,0.08,72,176,46,0.1,12,0.98,0,2795,44,1229,2799,3353,4.315721,100,24.1,0,100,1,3,2.41,0,-99,0,-4,9.8,0.1,
5.40,110,101,101,0.08,72,176,46,0.0,11,0.99,0,2795,44,1230,2799,3345,3.8453171,100,24.1,0,100,1,3,2.41,0,-100,0,-8,9.6,0.1,
5.50,110,102,102,0.08,72,176,47,0.1,12,1.0,0,2795,45,1258,2799,3336,4.3539104,100,24.1,0,100,1,3,2.41,0,-99,0,-8,9.3,0.1,
5.64,110,104,104,0.08,72,176,47,0.1,13,1.02,0,2796,45,1258,2800,3325,4.4254146,100,24.1,0,100,1,3,2.41,0,-96,0,-4,8.9,0.1,
5.74,110,106,106,0.09,72,176,47,0.1,12,0.99,0,2795,46,1286,2800,3316,3.9138796,100,24.1,0,100,1,3,2.41,0,-89,0,-1,8.5,0.1,
5.85,110,107,107,0.09,72,177,47,0.1,13,0.96,0,2795,46,1286,2800,3306,4.2175145,100,24.1,0,100,1,3,2.41,0,-85,0,0,8.0,0.2,
5.95,110,109,109,0.09,72,177,47,0.0,12,0.99,0,2795,47,1314,2801,3298,3.8342896,100,24.1,0,100,1,3,2.41,0,-85,0,0,7.7,0.2,
6.09,110,111,111,0.09,22,177,47,0.1,16,0.99,0,2797,48,1342,2801,3288,5.0710516,100,24.1,0,100,1,3,2.41,0,-76,0,-3,7.3,0.2,
6.19,110,112,112,0.09,22,177,48,0.0,12,0.96,0,2796,48,1342,2801,3281,3.7302387,100,24.1,0,100,1,3,2.41,0,-72,0,-3,7.1,0.2,
6.35,110,115,115,0.09,22,177,48,0.0,14,0.99,0,2795,49,1369,2801,3269,4.2252574,100,24.1,0,100,1,3,2.41,0,-68,0,-3,6.8,0.2,
6.45,110,116,116,0.09,22,178,48,0.0,10,0.99,0,2796,49,1370,2801,3262,3.0826497,100,24.1,0,100,1,3,2.41,0,-70,0,-2,6.8,0.2,
6.59,110,118,118,0.10,22,178,48,0.0,16,0.98,0,2796,50,1398,2801,3253,4.7626176,100,24.1,0,100,1,3,2.41,0,-68,0,-1,6.8,0.2,
6.69,110,119,119,0.10,22,178,48,-0.0,12,0.99,0,2796,51,1426,2801,3245,3.5763295,100,24.1,0,100,1,3,2.41,0,-68,0,-5,6.8,0.2,
6.82,110,121,121,0.10,22,178,48,-0.0,14,1.0,0,2796,51,1426,2801,3236,4.0301323,100,24.2,0,100,1,3,2.41,0,-68,0,-2,6.8,0.2,
6.94,110,123,123,0.10,22,178,49,0.0,14,1.02,0,2797,52,1454,2801,3226,4.192518,100,24.2,0,100,1,3,2.41,0,-66,0,-4,6.8,0.2,
7.04,110,124,124,0.10,22,179,49,0.0,10,0.99,0,2797,52,1454,2801,3218,2.7959387,100,24.2,0,100,1,3,2.41,0,-65,0,-3,6.8,0.2,
7.14,110,125,125,0.10,22,179,49,0.0,14,0.94,0,2796,53,1482,2801,3211,3.896732,100,24.2,0,100,1,3,2.41,0,-62,0,-2,6.8,0.2,
7.27,110,127,128,0.10,22,179,49,-0.0,17,1.02,0,2796,53,1482,2801,3200,4.6553593,100,24.2,0,100,1,3,2.41,0,-60,0,-3,6.9,0.2,
7.37,110,129,129,0.10,22,179,49,0.0,10,1.05,0,2796,54,1510,2801,3191,2.7525196,100,24.2,0,100,1,3,2.41,0,-60,0,-4,6.9,0.2,
7.50,110,130,131,0.11,22,179,49,0.0,17,0.93,0,2796,54,1510,2801,3182,4.6080685,100,24.2,0,100,1,3,2.41,0,-55,0,-4,6.9,0.2,
