时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,110,1,1,0.00,63,95,60,-0.4,-35,0.0,0,2788,0,0,470,0,-9.07574,100,0.0,0,-65535,1,3,0.51,0,0,0,0,90.0,0.6,
0.05,110,2,3,0.00,63,101,60,-0.0,0,0.96,0,1117,1,11,1566,808,0.30630782,100,18.5,0,-65535,2,3,2.03,0,0,0,-21,8.5,0.4,
0.15,110,3,3,0.00,63,101,60,-0.0,0,0.96,0,1217,1,12,1628,872,1.0090002,100,18.5,0,-65535,2,3,2.09,0,0,0,-21,8.6,0.3,
0.26,110,4,4,0.00,63,102,60,-0.0,0,0.96,0,1382,1,13,1724,977,1.6003447,100,18.5,0,-65535,2,3,2.20,0,0,0,-21,8.7,0.3,
0.40,110,4,4,0.00,63,102,60,-0.0,0,0.95,0,1562,1,15,1825,1093,1.9624066,100,18.5,0,-65535,2,3,2.31,0,0,0,-21,8.6,0.2,
0.50,110,5,5,0.00,63,103,60,0.0,0,1.02,0,1714,1,17,1912,1198,1.9787877,100,18.5,0,-65535,2,3,2.39,0,0,0,-21,9.2,0.2,
0.63,110,7,7,0.01,63,104,60,-0.0,0,0.95,0,1906,2,38,2036,1356,2.5579658,100,18.5,0,-65535,2,3,2.47,0,0,0,-21,8.7,0.2,
0.73,110,7,7,0.01,63,104,60,-0.0,0,0.95,0,2000,2,40,2106,1450,2.4432442,100,18.5,0,-65535,2,3,2.50,0,0,0,-21,8.8,0.2,
0.86,110,12,12,0.01,63,105,60,0.0,3,0.99,0,2137,3,64,2225,1613,9.680033,100,18.5,0,-65535,2,3,2.54,0,0,0,-21,8.7,0.1,
0.96,110,15,15,0.01,63,106,60,0.0,2,0.99,0,2212,4,88,2305,1728,5.9183745,100,18.5,0,-65535,2,3,2.55,0,0,0,-21,8.8,0.1,
1.10,110,19,19,0.02,63,107,60,0.0,5,0.99,0,2277,6,136,2396,1861,10.443042,100,18.5,0,-65535,2,3,2.55,0,0,0,-21,8.9,0.1,
1.20,110,22,22,0.02,63,107,60,0.0,5,0.99,0,2316,7,162,2465,1966,8.0609455,100,18.5,0,-65535,2,3,2.54,0,0,0,-21,9.0,0.1,
1.30,110,25,25,0.02,63,108,60,0.0,5,0.99,0,2180,9,196,2519,2051,7.302532,100,18.5,0,-65535,1,3,1.82,0,0,0,-21,9.1,0.1,
1.43,110,29,29,0.02,63,109,60,0.0,9,0.99,0,2248,10,224,2582,2146,11.291843,100,18.5,0,-65535,1,3,1.86,0,0,0,-21,9.1,0.1,
1.58,110,34,34,0.03,63,109,61,0.0,8,0.99,0,2316,12,278,2649,2251,8.443155,100,18.5,0,-65535,1,3,1.91,0,0,0,-21,9.1,0.1,
1.68,110,38,38,0.03,63,110,61,0.0,10,0.99,0,2358,14,330,2695,2321,9.778528,100,18.5,0,-65535,1,3,1.94,0,0,0,-21,9.2,0.1,
1.81,110,43,43,0.03,63,111,61,0.0,11,0.99,0,2402,16,384,2746,2400,10.143988,100,18.5,0,-65535,1,3,1.97,0,0,0,-21,9.2,0.2,
1.91,110,46,46,0.04,63,111,61,0.0,11,0.99,0,2432,17,413,2785,2461,9.115447,100,18.5,0,-65535,1,3,2.00,0,0,0,-21,9.2,0.2,
2.05,110,52,52,0.04,63,112,61,0.0,14,0.99,0,2467,19,468,2836,2538,10.530192,100,18.5,0,-65535,1,3,2.03,0,0,0,-21,9.2,0.2,
2.15,110,55,55,0.04,63,113,61,0.0,14,0.99,0,2484,21,521,2862,2578,9.191877,100,18.5,0,-65535,1,3,2.05,0,0,0,-21,9.2,0.2,
2.28,110,60,60,0.05,63,114,61,0.0,20,0.98,0,2507,23,576,2905,2642,12.471494,100,18.5,0,-65535,1,3,2.08,0,0,0,-21,9.2,0.2,
2.38,110,64,64,0.05,63,114,61,0.0,13,0.98,0,2519,25,629,2932,2698,7.7206917,100,18.7,0,-65535,1,3,2.09,0,0,0,-21,9.3,0.2,
2.48,110,67,67,0.05,63,115,61,0.0,20,0.98,0,2527,27,682,2950,2750,10.823674,100,19.0,0,-65535,1,3,2.11,0,0,0,-21,9.3,0.2,
2.61,110,73,73,0.06,63,116,61,0.0,26,0.98,0,2535,30,760,2975,2850,12.973181,100,19.7,0,-65535,1,3,2.12,0,0,0,-21,9.3,0.2,
2.71,110,77,77,0.06,63,117,62,0.0,17,0.99,0,2538,32,812,2986,2921,7.998795,100,20.4,0,-65535,1,3,2.13,0,0,0,-21,9.3,0.2,
2.85,110,82,82,0.07,63,118,62,0.0,30,0.99,0,2540,35,889,2991,2999,13.377825,100,21.4,0,-65535,1,3,2.14,0,0,0,-21,9.3,0.2,
2.95,110,86,86,0.07,63,118,62,0.0,24,0.99,0,2539,38,965,2987,3055,10.187784,100,22.3,0,-65535,1,3,2.14,0,0,0,-21,9.3,0.3,
3.06,110,91,91,0.07,63,119,62,0.0,28,0.98,0,2535,41,1039,2976,3100,11.379724,100,23.3,0,-65535,1,3,2.13,0,0,0,-21,9.4,0.3,
3.16,110,95,95,0.08,63,120,62,0.0,27,0.98,0,2527,43,1086,2958,3122,10.342732,100,24.4,0,-65535,1,3,2.12,0,0,0,-21,9.4,0.3,
3.30,110,101,101,0.08,63,120,62,0.0,32,0.99,0,2514,46,1156,2924,3102,11.784648,100,25.6,0,-65535,1,3,2.10,0,0,0,-21,9.4,0.3,
3.40,110,104,104,0.09,63,121,62,0.0,30,0.99,0,2504,47,1177,2902,3071,10.449699,100,26.1,0,-65535,1,3,2.08,0,0,0,-21,9.4,0.3,
3.53,110,110,110,0.09,63,122,62,0.0,41,0.99,0,2484,49,1217,2862,3003,13.583993,100,26.6,0,-65535,1,3,2.06,0,0,0,-21,9.4,0.3,
3.63,110,114,115,0.09,63,122,62,0.0,25,0.98,0,2468,50,1234,2834,2954,7.9991193,100,26.7,0,-65535,1,3,2.04,0,0,0,-21,9.5,0.3,
3.73,110,118,118,0.10,63,123,62,0.0,36,0.99,0,2456,51,1252,2814,2916,11.1723795,100,26.7,0,-65535,1,3,2.03,0,0,0,-21,9.5,0.3,
3.86,110,123,124,0.10,63,124,63,0.0,45,0.99,0,2435,53,1290,2783,2847,13.315156,100,26.4,0,-65535,1,3,2.01,0,0,0,-21,9.5,0.2,
