时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,0,1,1,0.00,72,163,35,-0.3,0,0.02,0,0,0,0,505,0,0.0026499208,100,0.0,0,100,1,3,0.78,0,0,0,0,90.0,0.2,
0.06,110,4,4,0.00,72,164,37,-0.0,0,0.96,0,1960,1,19,2132,1882,0.28990668,100,20.2,0,100,1,3,1.87,0,16,-2,0,9.6,0.2,
0.16,110,5,5,0.00,72,164,37,0.0,0,1.0,0,2058,2,41,2223,2045,2.0806608,100,20.2,0,100,1,3,1.89,0,21,-2,0,10.0,0.1,
0.29,110,6,6,0.00,72,164,37,0.0,0,0.98,0,2173,2,43,2338,2262,2.5767899,100,20.2,0,100,1,3,1.92,0,9,-2,-1,9.8,0.1,
0.39,110,7,7,0.01,72,164,37,0.0,0,0.98,0,2228,3,66,2398,2380,2.4365783,100,20.2,0,100,1,3,1.94,0,23,-2,-1,9.9,0.1,
0.51,110,8,8,0.01,72,165,37,-0.0,1,0.98,0,2297,3,68,2480,2544,3.0180664,100,20.2,0,100,1,3,1.96,0,52,-1,0,10.0,0.0,
0.64,110,10,10,0.01,72,165,37,0.0,1,0.99,0,2352,4,94,2552,2694,3.3338313,100,20.2,0,100,1,3,1.98,0,51,-1,-1,10.1,0.0,
0.74,110,11,11,0.01,72,165,37,0.0,1,0.98,0,2389,5,119,2605,2806,3.0610878,100,20.2,0,100,1,3,2.00,0,42,-1,-1,10.1,0.0,
0.86,110,12,12,0.01,72,165,37,0.0,1,0.98,0,2424,5,121,2661,2927,4.2575994,100,20.2,0,100,1,3,2.02,0,39,-1,-1,10.1,0.0,
0.96,110,13,13,0.01,72,165,38,0.0,1,0.98,0,2444,6,146,2694,3000,2.6358511,100,20.2,0,100,1,3,2.04,0,36,-1,-1,10.1,0.0,
1.14,110,16,16,0.01,72,165,38,0.0,2,0.99,0,2479,7,173,2756,3143,3.939044,100,20.2,0,100,1,3,2.07,0,30,-1,-1,10.2,0.0,
1.25,110,18,18,0.01,72,166,38,0.0,2,0.99,0,2494,8,199,2785,3204,3.8875983,100,20.2,0,100,1,3,2.08,0,21,-1,-1,10.2,0.0,
1.36,110,19,19,0.02,72,166,38,0.0,2,0.98,0,2510,9,225,2815,3268,4.5239334,100,20.2,0,100,1,3,2.10,0,-5,-1,-1,10.2,0.0,
1.46,110,21,21,0.02,72,166,38,0.0,2,0.98,0,2519,10,251,2832,3305,3.088165,100,20.2,0,100,1,3,2.11,0,8,-1,-1,10.2,0.0,
1.57,110,22,22,0.02,72,166,38,0.0,3,0.99,0,2531,11,278,2855,3353,5.0450506,100,20.2,0,100,1,3,2.12,0,8,-1,-1,10.2,0.0,
1.67,110,24,24,0.02,72,166,39,0.0,2,0.98,0,2540,12,304,2871,3395,3.6994672,100,20.3,0,100,1,3,2.14,0,-12,0,-1,10.2,0.0,
1.81,110,26,26,0.02,72,167,39,-0.0,3,0.98,0,2551,13,331,2886,3463,4.4008665,100,20.6,0,100,1,3,2.15,0,15,0,0,10.2,0.0,
1.92,110,28,28,0.02,72,167,39,0.0,3,0.98,0,2560,14,358,2893,3500,4.637494,100,21.2,0,100,1,3,2.17,0,1,0,1,10.3,0.0,
2.02,110,29,30,0.02,72,167,39,-0.0,3,0.98,0,2569,15,385,2894,3526,3.2202377,100,21.8,0,100,1,3,2.18,0,-14,0,0,10.3,0.0,
2.14,110,31,31,0.03,72,167,39,-0.0,4,0.99,0,2579,16,412,2889,3541,5.3036256,100,22.5,0,100,1,3,2.19,0,19,0,2,10.3,0.0,
2.24,110,33,33,0.03,72,167,39,0.0,4,0.98,0,2588,16,414,2880,3543,4.0021405,100,23.1,0,100,1,3,2.20,0,0,0,4,10.3,0.0,
2.34,110,34,34,0.03,72,167,40,0.0,4,0.98,0,2600,17,442,2868,3531,4.455821,100,23.7,0,100,1,3,2.21,0,-15,0,3,10.2,0.0,
