时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,110,1,1,0.00,72,163,35,-0.3,0,0.02,0,0,0,0,541,0,0.0024096945,100,0.0,0,100,1,3,1.79,0,0,0,0,90.0,0.2,
0.06,110,33,33,0.03,72,168,40,0.0,1,0.98,0,2791,14,390,2738,3262,2.4925897,100,26.3,0,100,1,3,2.41,0,0,0,-5,10.3,0.7,
0.17,110,34,34,0.03,72,169,40,0.0,4,0.98,0,2792,15,418,2742,3266,4.3983374,100,25.8,0,100,1,3,2.41,0,0,0,-5,10.3,0.8,
0.27,110,36,36,0.03,72,169,40,-0.0,4,0.98,0,2793,15,418,2749,3275,3.606102,100,25.4,0,100,1,3,2.41,0,0,0,-5,10.3,0.8,
0.37,110,37,37,0.03,72,169,40,-0.0,4,0.98,0,2794,16,447,2757,3290,4.0824814,100,25.0,0,100,1,3,2.41,0,0,0,-5,10.3,0.9,
0.51,110,39,39,0.03,72,169,40,-0.0,4,0.99,0,2795,17,475,2768,3313,4.1838655,100,24.6,0,100,1,3,2.41,0,0,0,-5,10.3,1.0,
0.61,110,41,41,0.03,72,169,40,0.0,4,0.99,0,2796,18,503,2778,3334,3.7043917,100,24.4,0,100,1,3,2.41,0,0,0,-5,10.3,1.0,
0.74,110,42,43,0.03,72,170,41,0.0,5,0.98,0,2796,19,531,2789,3359,4.312796,100,24.3,0,100,1,3,2.41,0,0,0,-5,10.3,1.1,
0.84,110,44,44,0.04,72,170,41,0.0,4,0.98,0,2796,19,531,2796,3379,3.7084212,100,24.2,0,100,1,3,2.41,0,0,0,-5,10.3,1.2,
1.00,110,46,46,0.04,72,170,41,0.0,5,0.98,0,2795,21,587,2804,3403,4.251726,100,24.3,0,100,1,3,2.41,0,0,0,-5,10.3,1.3,
1.08,110,47,48,0.04,72,170,41,-0.0,5,0.98,0,2795,21,586,2807,3413,3.7272234,100,24.4,0,100,1,3,2.41,0,0,0,-5,10.3,1.3,
1.21,110,50,50,0.04,72,171,41,0.0,7,0.99,0,2794,22,614,2809,3425,5.142481,100,24.5,0,100,1,3,2.41,0,0,0,-5,10.3,1.4,
1.31,110,51,51,0.04,72,171,42,0.0,4,0.98,0,2794,23,642,2809,3430,3.0743823,100,24.7,0,100,1,3,2.41,0,0,0,-5,10.3,1.5,
1.42,110,53,53,0.04,72,171,42,0.0,7,0.98,0,2794,24,670,2807,3431,5.089807,100,24.8,0,100,1,3,2.41,0,0,0,-5,10.3,1.6,
1.52,110,54,54,0.04,72,171,42,0.0,6,0.99,0,2794,24,670,2805,3429,3.763341,100,24.9,0,100,1,3,2.41,0,0,0,-5,10.3,1.7,
1.62,110,56,56,0.05,72,171,42,0.0,6,0.98,0,2794,25,698,2801,3425,4.203151,100,25.0,0,100,1,3,2.41,0,0,0,-5,10.3,1.7,
1.76,110,58,58,0.05,72,172,42,0.0,7,0.98,0,2794,26,726,2798,3420,4.257846,100,25.0,0,100,1,3,2.41,0,0,0,-5,10.3,1.8,
1.86,110,59,59,0.05,72,172,43,-0.0,6,0.98,1,2794,27,754,2794,3415,3.7212205,100,25.0,0,100,1,3,2.41,0,0,0,-5,10.3,1.9,
1.99,110,61,61,0.05,72,172,43,-0.0,7,0.99,0,2794,27,754,2791,3410,4.2751055,100,25.0,0,100,1,3,2.41,0,3,0,-5,10.3,2.0,
2.09,110,63,63,0.05,72,172,43,-0.0,7,0.99,0,2794,28,782,2790,3405,3.7530882,100,24.9,0,100,1,3,2.41,0,5,0,-5,10.3,2.1,
2.22,110,65,65,0.05,72,172,43,-0.0,8,0.98,0,2795,29,810,2789,3400,4.217227,100,24.7,0,100,1,3,2.41,0,4,0,-5,10.3,2.2,
2.32,110,66,66,0.05,72,173,43,-0.0,7,0.99,0,2795,29,810,2789,3399,3.7597759,100,24.6,0,100,1,3,2.41,0,1,0,-5,10.3,2.2,
2.46,110,68,68,0.06,72,173,43,0.0,9,0.98,0,2794,30,838,2790,3398,4.8822403,100,24.5,0,100,1,3,2.41,0,-3,7,-5,10.3,2.3,
2.56,110,70,70,0.06,72,173,44,-0.0,6,0.98,1,2794,31,866,2791,3400,2.9513774,100,24.4,0,100,1,3,2.41,0,-5,29,-5,10.3,2.4,
2.66,110,71,71,0.06,72,173,44,-0.0,8,0.98,0,2796,32,894,2793,3402,4.1278048,100,24.3,0,100,1,3,2.41,0,-2,50,-5,10.3,2.4,
2.79,110,73,73,0.06,72,173,44,0.0,10,1.0,0,2795,33,922,2795,3406,4.8939543,100,24.2,0,100,1,3,2.41,0,29,36,-5,10.3,2.5,
