时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,0,1,1,0.00,72,163,35,-0.2,0,0.04,0,0,0,0,510,0,0.0032200166,100,0.0,0,100,1,3,0.78,0,0,0,0,90.0,0.4,
0.06,109,5,5,0.00,72,164,37,0.0,0,0.98,0,2129,2,42,2269,2129,0.38315865,100,20.2,0,100,1,3,1.93,0,4,1,1,9.8,0.0,
0.16,109,6,6,0.01,72,164,37,0.0,1,0.98,0,2236,2,44,2382,2346,3.2400088,100,20.2,0,100,1,3,1.96,0,9,0,0,9.9,0.0,
0.28,109,8,8,0.01,72,165,37,0.0,1,0.99,0,2329,3,69,2494,2572,3.540627,100,20.2,0,100,1,3,1.99,0,32,0,0,10.0,0.0,
0.38,109,9,9,0.01,72,165,37,0.0,1,0.99,0,2366,4,94,2543,2674,3.1453497,100,20.2,0,100,1,3,2.00,0,45,0,1,10.1,0.0,
0.48,109,10,10,0.01,72,165,37,0.0,1,0.99,0,2397,4,95,2588,2769,2.7055435,100,20.2,0,100,1,3,2.02,0,48,0,0,10.1,0.0,
0.58,109,11,11,0.01,72,165,37,0.0,1,0.98,0,2429,5,121,2638,2877,3.5266333,100,20.2,0,100,1,3,2.03,0,37,0,0,10.1,0.1,
0.72,109,13,13,0.01,72,165,37,0.0,1,0.98,0,2464,6,147,2699,3011,3.7806704,100,20.2,0,100,1,3,2.06,0,38,0,0,10.1,0.1,
0.83,109,15,15,0.01,72,165,38,0.0,2,0.98,0,2484,7,173,2736,3100,3.9749758,100,20.2,0,100,1,3,2.07,0,37,0,0,10.2,0.1,
0.93,109,16,16,0.01,72,165,38,0.0,2,0.98,0,2500,8,200,2768,3170,3.5425582,100,20.2,0,100,1,3,2.09,0,36,0,0,10.2,0.1,
1.07,109,18,18,0.01,72,166,38,0.0,2,0.98,0,2515,8,201,2801,3242,4.099866,100,20.2,0,100,1,3,2.10,0,34,0,0,10.2,0.1,
1.16,109,20,20,0.02,72,166,38,0.0,2,0.98,0,2527,9,227,2825,3293,3.6533842,100,20.2,0,100,1,3,2.12,0,14,0,-1,10.2,0.1,
1.29,109,21,21,0.02,72,166,38,0.0,2,0.98,0,2538,10,253,2850,3345,4.217609,100,20.2,0,100,1,3,2.13,0,1,0,0,10.2,0.1,
1.40,109,23,23,0.02,72,166,38,0.0,3,0.99,0,2547,11,280,2868,3385,4.050736,100,20.2,0,100,1,3,2.15,0,21,0,0,10.2,0.1,
1.50,109,25,25,0.02,72,166,39,0.0,3,0.98,0,2555,12,306,2882,3437,4.105253,100,20.5,0,100,1,3,2.16,0,1,0,0,10.2,0.1,
1.62,109,26,26,0.02,72,167,39,0.0,3,0.98,0,2563,13,333,2892,3480,4.1209736,100,20.8,0,100,1,3,2.17,0,-6,0,1,10.2,0.1,
1.72,109,28,28,0.02,72,167,39,-0.0,3,0.99,0,2573,14,360,2897,3513,4.0234313,100,21.3,0,100,1,3,2.18,0,14,0,1,10.3,0.1,
