时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,110,0,0,0.00,71,80,60,-0.1,0,0.03,0,0,0,0,563,0,0.0,100,0.0,0,-65535,2,3,1.67,0,0,0,0,90.0,2.6,
0.04,110,47,47,0.04,71,81,61,-0.0,3,0.98,0,1867,26,485,2909,2771,3.9157352,100,24.9,0,-65535,1,3,2.52,0,0,0,-10,11.0,0.0,
0.14,110,49,49,0.04,71,81,61,-0.0,6,0.98,0,1876,26,487,2929,2752,4.693532,100,24.3,0,-65535,1,3,2.53,0,0,0,-10,11.0,0.0,
0.27,110,52,52,0.04,71,81,61,0.0,10,0.99,0,1886,28,528,2963,2774,6.9892545,100,24.0,0,-65535,1,3,2.54,0,0,0,-10,10.9,0.0,
0.37,110,54,54,0.04,71,81,61,0.0,6,0.97,0,1887,30,566,2980,2820,4.2532864,100,24.3,0,-65535,1,3,2.54,0,0,0,-10,11.0,0.0,
0.51,110,57,57,0.05,71,81,62,0.0,11,0.98,0,1882,32,602,2988,2880,7.1480746,100,24.8,0,-65535,1,3,2.54,0,0,0,-10,11.0,0.0,
0.61,110,59,59,0.05,71,81,62,0.0,9,0.98,0,1874,34,637,2985,2906,5.539869,100,25.2,0,-65535,1,3,2.53,0,0,0,-10,11.0,0.0,
0.74,110,62,62,0.05,71,81,62,0.0,11,0.98,0,1865,35,652,2976,2896,6.2645593,100,25.3,0,-65535,1,3,2.52,0,0,0,-10,11.0,0.0,
0.84,110,64,64,0.05,71,82,62,0.0,10,0.98,0,1860,36,669,2968,2857,5.5196457,100,25.1,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
0.94,110,67,67,0.05,71,82,62,0.0,11,0.99,0,1858,37,687,2964,2804,6.015702,100,24.7,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
1.07,110,69,69,0.06,71,82,62,0.0,9,0.98,0,1860,37,688,2967,2750,4.9491563,100,24.2,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
1.17,110,71,71,0.06,71,82,62,0.0,13,0.97,0,1864,38,708,2976,2707,6.623822,100,23.8,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
1.27,110,73,73,0.06,71,82,62,-0.0,9,0.98,0,1868,39,728,2986,2696,4.245334,100,23.6,0,-65535,1,3,2.52,0,0,0,-10,11.0,0.0,
1.41,110,76,76,0.06,71,82,62,-0.0,14,0.98,0,1869,40,747,2995,2708,6.723531,100,23.7,0,-65535,1,3,2.52,0,0,0,-10,11.0,0.0,
1.51,110,78,78,0.06,71,82,62,-0.0,11,0.98,0,1868,42,784,2997,2724,5.0736976,100,23.9,0,-65535,1,3,2.52,0,0,0,-10,11.0,0.0,
1.62,110,80,80,0.07,71,82,62,-0.0,13,0.99,0,1865,43,802,2996,2732,5.7430267,100,24.1,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
1.72,110,82,82,0.07,71,82,62,0.0,11,0.97,0,1862,44,819,2992,2723,5.0309553,100,24.1,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
1.82,110,84,84,0.07,71,82,62,-0.0,13,0.97,0,1859,45,836,2988,2699,5.65933,100,24.1,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
1.96,110,87,87,0.07,71,82,63,0.0,14,1.0,0,1858,45,836,2986,2659,5.6737103,100,23.8,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
2.06,110,89,89,0.07,71,82,63,0.0,12,0.98,0,1859,46,855,2988,2626,4.8252106,100,23.6,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
2.19,110,92,92,0.07,71,82,63,0.0,14,0.98,0,1862,47,875,2993,2598,5.6091537,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
2.29,110,93,93,0.08,71,82,63,0.0,12,0.96,0,1863,47,875,2996,2593,4.7743115,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
2.39,110,95,95,0.08,71,82,63,-0.0,14,0.98,0,1863,48,894,2999,2592,5.2728558,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
2.53,110,98,98,0.08,71,82,63,0.0,15,0.97,0,1861,50,930,2999,2592,5.5283046,100,23.6,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
2.63,110,100,100,0.08,71,83,63,-0.0,13,0.99,0,1860,51,948,2998,2585,4.742271,100,23.7,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
2.72,110,102,102,0.08,71,83,63,-0.0,15,0.98,0,1859,51,948,2996,2570,5.3287735,100,23.6,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
2.86,110,104,104,0.09,71,83,63,0.0,15,1.02,0,1858,52,966,2994,2539,5.381374,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
2.96,110,106,106,0.09,71,83,63,0.0,14,0.96,0,1858,53,985,2995,2521,4.6145124,100,23.5,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
3.09,110,109,109,0.09,71,83,63,0.0,18,0.99,0,1859,53,985,2997,2497,6.099861,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
3.19,110,110,111,0.09,71,83,63,-0.0,11,0.95,0,1860,54,1004,2999,2487,3.6699545,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
3.32,110,113,113,0.09,71,83,63,-0.0,19,0.99,0,1860,55,1023,3000,2479,5.975835,100,23.4,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
