时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,0,1,1,0.00,72,163,35,-0.2,0,0.04,0,0,0,0,510,0,0.0026649332,100,0.0,0,100,1,3,0.78,0,0,0,0,90.0,0.4,
0.05,0,0,0,0.00,72,164,37,0.0,0,0.98,0,16,0,0,550,129,0.0,100,20.2,0,100,1,3,0.78,0,0,0,-5,7.2,45.5,
0.15,0,0,0,0.00,72,164,37,0.0,0,0.98,0,16,0,0,551,129,0.0,100,20.2,0,100,1,3,0.78,0,0,0,-5,7.2,45.5,
0.27,0,0,0,0.00,72,164,37,0.0,0,0.98,0,16,0,0,551,129,0.0,100,20.2,0,100,1,3,0.78,0,0,0,-5,7.2,45.5,
0.37,0,0,0,0.00,72,164,37,0.0,0,0.98,0,16,0,0,551,129,0.0,100,20.2,0,100,1,3,0.78,0,0,0,-5,7.2,45.5,
0.50,0,0,0,0.00,72,164,37,0.0,0,0.98,0,16,0,0,551,129,0.0,100,20.2,0,100,1,3,0.78,0,0,0,-5,7.2,45.5,
0.60,0,0,0,0.00,72,164,37,0.0,0,0.98,0,16,0,0,551,129,0.0,100,20.2,0,100,1,3,0.78,0,0,0,-5,7.2,45.5,
0.73,0,0,0,0.00,72,164,37,0.0,0,0.98,0,16,0,0,551,129,0.0,100,20.2,0,100,1,3,0.78,0,0,0,-5,7.2,45.5,
0.83,0,0,0,0.00,72,164,37,0.0,0,0.98,0,16,0,0,551,129,0.0,100,20.2,0,100,1,3,0.78,0,0,0,-5,7.2,45.5,
0.97,0,0,0,0.00,72,164,37,0.0,0,0.98,0,15,0,0,551,129,0.0,100,20.2,0,100,1,3,0.78,0,0,0,-5,7.2,45.5,
1.07,0,0,0,0.00,72,164,37,0.0,0,0.98,0,16,0,0,551,129,0.0,100,20.2,0,100,1,3,0.78,0,0,0,-5,7.2,45.5,
1.20,0,0,0,0.00,72,164,37,0.0,0,0.98,0,16,0,0,551,129,0.0,100,20.2,0,100,1,3,0.78,0,0,0,-5,7.2,45.5,
1.30,0,0,0,0.00,72,164,37,0.0,0,0.98,0,16,0,0,551,129,0.0,100,20.2,0,100,1,3,0.78,0,0,0,-5,7.2,45.5,
1.40,0,0,0,0.00,72,164,37,0.0,0,0.98,0,16,0,0,551,129,0.0,100,20.2,0,100,1,3,0.78,0,0,0,-5,7.2,45.5,
1.50,0,0,0,0.00,72,164,37,0.0,0,0.98,0,16,0,0,551,129,0.0,100,20.2,0,100,1,3,0.78,0,0,0,-5,7.2,45.5,
1.72,17,0,0,0.00,72,164,37,0.0,0,0.06,0,414,0,0,693,194,0.0,100,20.2,0,100,1,3,0.86,0,0,0,-5,36.6,7.9,
1.83,30,0,0,0.00,72,164,37,0.0,0,0.19,0,569,0,0,833,281,0.0,100,20.2,0,100,1,3,0.93,0,0,0,-5,90.0,11.8,
1.93,38,0,0,0.00,72,164,37,-0.0,0,0.91,0,667,0,0,930,352,0.0,100,20.2,0,100,1,3,0.97,0,0,0,-5,31.3,43.5,
2.03,48,0,0,0.00,72,164,37,-0.0,0,0.55,0,781,0,0,1054,453,0.0,100,20.2,0,100,1,3,1.03,0,0,0,-5,45.3,28.3,
2.17,63,0,0,0.00,72,164,38,0.0,0,0.98,0,952,0,0,1227,618,0.0,100,20.2,0,100,1,3,1.19,0,0,0,-5,4.9,7.2,
2.27,72,0,0,0.00,72,164,38,0.0,0,0.99,0,1048,0,0,1325,722,0.0,100,20.2,0,100,1,3,1.30,0,0,0,-5,5.5,3.2,
2.40,92,1,1,0.00,72,164,38,0.0,0,0.98,0,1076,0,0,1483,912,0.73435,100,20.2,0,100,1,3,1.46,0,7,1,1,8.1,1.2,
2.50,105,1,1,0.00,72,164,38,0.0,0,0.98,0,1143,0,0,1577,1032,0.5458087,100,20.2,0,100,1,3,1.49,0,7,0,6,9.1,0.9,
2.63,110,1,1,0.00,72,164,38,0.0,0,0.99,0,1283,0,0,1690,1186,1.1583949,100,20.2,0,100,1,3,1.53,0,6,0,6,9.4,0.4,
2.73,110,2,2,0.00,72,164,38,0.0,0,0.98,0,1402,1,14,1784,1322,1.1302478,100,20.2,0,100,1,3,1.57,0,13,1,4,9.3,0.3,
2.87,110,2,2,0.00,72,164,38,0.0,0,0.98,0,1542,1,15,1895,1491,1.5132164,100,20.2,0,100,1,3,1.61,0,-16,1,2,9.6,0.2,
2.97,110,3,3,0.00,72,164,38,0.0,0,0.98,0,1654,1,16,1985,1635,1.538938,100,20.2,0,100,1,3,1.65,0,-3,1,1,9.7,0.1,
3.07,110,4,4,0.00,72,164,38,0.0,0,0.99,0,1755,1,17,2071,1780,1.9103861,100,20.2,0,100,1,3,1.68,0,-2,1,1,9.8,0.1,
3.20,110,5,5,0.00,72,165,38,0.0,0,0.98,0,1871,2,37,2170,1953,2.1657312,100,20.2,0,100,1,3,1.72,0,8,1,0,9.9,0.0,
3.30,110,6,6,0.00,72,165,38,0.0,0,0.98,0,1955,2,39,2246,2093,2.077044,100,20.2,0,100,1,3,1.74,0,14,1,0,9.9,0.0,
3.43,110,7,7,0.01,72,165,38,-0.0,0,0.99,0,2045,3,61,2332,2254,2.5876663,100,20.2,0,100,1,3,1.78,0,35,1,1,10.0,0.0,
3.53,110,8,8,0.01,72,165,38,0.0,1,0.99,0,2110,3,63,2397,2382,2.49262,100,20.2,0,100,1,3,1.81,0,53,1,1,10.1,0.0,
3.63,110,9,9,0.01,72,165,38,0.0,1,0.99,0,2167,4,86,2457,2502,2.989415,100,20.2,0,100,1,3,1.83,0,51,1,0,10.1,0.0,
3.77,110,10,10,0.01,72,165,38,0.0,1,0.98,0,2225,4,89,2523,2636,3.2281175,100,20.2,0,100,1,3,1.86,0,46,1,1,10.1,0.1,
3.87,110,11,11,0.01,72,165,38,0.0,1,0.98,0,2267,5,113,2571,2738,2.9500365,100,20.2,0,100,1,3,1.88,0,41,1,1,10.1,0.1,
4.00,110,13,13,0.01,72,165,39,0.0,1,0.99,0,2315,6,138,2632,2872,3.5466206,100,20.2,0,100,1,3,1.91,0,38,0,0,10.2,0.1,
4.10,110,14,14,0.01,72,165,39,0.0,1,0.98,0,2339,7,163,2662,2936,3.2357264,100,20.2,0,100,1,3,1.93,0,44,0,-1,10.2,0.1,
4.20,110,16,16,0.01,72,166,39,0.0,2,0.98,0,2365,7,165,2697,3009,3.7299807,100,20.2,0,100,1,3,1.95,0,43,0,-1,10.2,0.1,
4.30,110,17,17,0.01,72,166,39,0.0,2,0.98,0,2388,8,191,2727,3074,3.8290215,100,20.2,0,100,1,3,1.97,0,42,0,1,10.2,0.1,
4.43,110,19,19,0.02,72,166,39,0.0,2,0.99,0,2412,9,217,2760,3143,3.9876292,100,20.2,0,100,1,3,1.99,0,27,0,1,10.2,0.1,
4.53,110,20,20,0.02,72,166,39,0.0,2,0.98,0,2429,10,242,2784,3194,3.5244038,100,20.2,0,100,1,3,2.01,0,17,0,-3,10.2,0.1,
4.67,110,22,22,0.02,72,166,39,0.0,2,0.98,0,2450,11,269,2813,3254,4.0771165,100,20.2,0,100,1,3,2.04,0,-3,0,-2,10.2,0.1,
4.77,110,24,24,0.02,72,166,40,0.0,2,0.98,0,2462,12,295,2828,3284,3.6252255,100,20.2,0,100,1,3,2.05,0,10,0,-3,10.2,0.1,
4.90,110,26,26,0.02,72,167,40,0.0,3,0.98,0,2481,13,322,2850,3329,4.9494295,100,20.2,0,100,1,3,2.07,0,4,0,-1,10.3,0.1,
5.00,110,27,27,0.02,72,167,40,0.0,2,0.98,0,2493,13,324,2864,3361,3.0007195,100,20.3,0,100,1,3,2.09,0,-16,0,-2,10.3,0.1,
5.13,110,29,29,0.02,72,167,40,-0.0,4,0.99,0,2506,15,375,2878,3419,5.018727,100,20.5,0,100,1,3,2.10,0,23,0,-2,10.3,0.1,
5.23,110,31,31,0.03,72,167,40,0.0,3,0.98,0,2516,16,402,2884,3477,3.9293594,100,21.0,0,100,1,3,2.12,0,4,0,-1,10.3,0.0,
5.33,110,32,33,0.03,72,167,40,0.0,3,0.98,0,2529,16,404,2885,3496,3.585534,100,21.5,0,100,1,3,2.13,0,-3,0,-2,10.3,0.0,
