时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,110,0,0,0.00,72,163,35,0.0,0,0.08,0,0,0,0,771,0,0.0,100,0.0,0,100,1,3,2.41,0,0,0,-2,90.0,4.1,
0.06,110,37,37,0.03,72,169,40,-0.0,2,0.98,0,2794,16,447,2755,3287,2.9622085,100,25.1,0,100,1,3,2.41,0,0,0,-5,10.3,0.9,
0.18,110,39,39,0.03,72,169,40,-0.0,4,0.98,0,2795,17,475,2766,3309,3.5998137,100,24.7,0,100,1,3,2.41,0,0,0,-5,10.3,1.0,
0.29,110,40,40,0.03,72,169,40,-0.0,5,0.99,0,2796,18,503,2776,3329,4.282886,100,24.4,0,100,1,3,2.41,0,0,0,-5,10.3,1.0,
0.39,110,42,42,0.03,72,170,41,0.0,4,0.99,0,2796,18,503,2785,3351,3.6587672,100,24.3,0,100,1,3,2.41,0,0,0,-5,10.3,1.1,
0.53,110,44,44,0.04,72,170,41,0.0,5,0.98,0,2795,19,531,2795,3375,4.2585325,100,24.2,0,100,1,3,2.41,0,0,0,-5,10.3,1.2,
0.64,110,46,46,0.04,72,170,41,0.0,5,0.98,0,2796,20,559,2802,3396,4.3939967,100,24.3,0,100,1,3,2.41,0,0,0,-5,10.3,1.3,
0.74,110,47,47,0.04,72,170,41,-0.0,5,0.98,0,2795,21,586,2807,3411,3.6778286,100,24.3,0,100,1,3,2.41,0,0,0,-5,10.3,1.3,
0.88,110,49,49,0.04,72,170,41,0.0,6,0.99,0,2794,22,614,2809,3423,4.3271413,100,24.5,0,100,1,3,2.41,0,0,0,-5,10.3,1.4,
0.98,110,51,51,0.04,72,171,42,0.0,5,0.99,0,2793,23,642,2809,3428,3.777521,100,24.6,0,100,1,3,2.41,0,0,0,-5,10.3,1.5,
1.09,110,52,53,0.04,72,171,42,0.0,6,0.98,0,2794,24,670,2808,3431,4.328543,100,24.8,0,100,1,3,2.41,0,0,0,-5,10.3,1.6,
1.19,110,54,54,0.04,72,171,42,0.0,5,0.99,0,2794,24,670,2806,3430,3.6929474,100,24.9,0,100,1,3,2.41,0,0,0,-5,10.3,1.6,
1.33,110,56,56,0.05,72,171,42,0.0,8,0.98,0,2794,25,698,2802,3426,5.0469165,100,25.0,0,100,1,3,2.41,0,0,0,-5,10.3,1.7,
1.44,110,57,58,0.05,72,171,42,0.0,6,0.98,0,2793,26,726,2798,3421,3.7695947,100,25.0,0,100,1,3,2.41,0,0,0,-5,10.3,1.8,
1.54,110,59,59,0.05,72,172,42,-0.0,6,0.98,0,2793,26,726,2795,3416,3.6906035,100,25.0,0,100,1,3,2.41,0,0,0,-5,10.3,1.9,
1.68,110,61,61,0.05,72,172,43,-0.0,7,0.98,0,2794,27,754,2792,3410,4.202614,100,25.0,0,100,1,3,2.41,0,0,0,-5,10.3,2.0,
1.78,110,62,63,0.05,72,172,43,-0.0,7,0.99,0,2794,28,782,2790,3406,3.8817246,100,24.9,0,100,1,3,2.41,0,0,0,-5,10.3,2.0,
1.91,110,65,65,0.05,72,172,43,-0.0,7,0.98,0,2794,29,810,2789,3401,4.2168145,100,24.8,0,100,1,3,2.41,0,0,0,-5,10.3,2.1,
2.01,110,66,66,0.05,72,173,43,-0.0,7,0.99,1,2795,29,810,2789,3399,3.6903348,100,24.7,0,100,1,3,2.41,0,0,0,-5,10.3,2.2,
2.14,110,68,68,0.06,72,173,43,0.0,9,0.98,0,2794,30,838,2790,3398,4.886532,100,24.5,0,100,1,3,2.41,0,0,0,-5,10.3,2.3,
2.24,110,70,70,0.06,72,173,44,-0.0,6,0.98,0,2795,31,866,2791,3399,2.9035816,100,24.4,0,100,1,3,2.41,0,0,0,-5,10.3,2.4,
2.38,110,71,71,0.06,72,173,44,-0.0,10,0.99,0,2794,32,894,2793,3402,4.922835,100,24.3,0,100,1,3,2.41,0,0,0,-5,10.3,2.4,
2.48,110,73,73,0.06,72,173,44,0.0,8,1.0,0,2795,32,894,2795,3405,3.7219462,100,24.2,0,100,1,3,2.41,0,0,0,-5,10.3,2.5,
2.61,110,75,75,0.06,72,174,44,0.0,9,0.98,0,2795,33,922,2797,3410,4.1663013,100,24.2,0,100,1,3,2.41,0,0,0,-5,10.3,2.6,
2.71,110,76,76,0.06,72,174,44,0.0,8,0.97,0,2796,34,950,2799,3414,3.6624808,100,24.1,0,100,1,3,2.41,0,0,0,-5,10.4,2.6,
2.86,110,78,79,0.06,72,174,45,0.0,9,0.98,0,2796,35,978,2801,3418,4.181957,100,24.1,0,100,1,3,2.41,0,0,0,-5,10.3,2.7,
2.96,110,80,80,0.07,72,174,45,-0.0,9,0.98,0,2795,36,1006,2801,3421,3.8614447,100,24.1,0,100,1,3,2.41,0,0,0,-5,10.4,2.7,
3.09,110,82,82,0.07,72,174,45,0.0,10,0.97,0,2795,37,1034,2801,3423,4.2248735,100,24.1,0,100,1,3,2.41,0,0,0,-5,10.3,2.8,
3.19,110,83,83,0.07,72,175,45,-0.0,8,0.98,0,2795,37,1034,2801,3424,3.642283,100,24.1,0,100,1,3,2.41,0,0,0,-5,10.4,2.8,
3.29,110,85,85,0.07,72,175,45,-0.0,10,1.01,0,2795,38,1062,2800,3431,4.1528835,100,24.1,0,100,1,3,2.41,0,0,0,-5,10.4,2.8,
3.43,110,87,87,0.07,72,175,45,0.0,10,0.98,0,2795,39,1090,2800,3421,4.2444973,100,24.1,0,100,1,3,2.41,0,0,3,-5,10.3,2.8,
