时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,103,1,1,0.00,71,65,49,-0.2,-179,0.06,0,0,0,0,505,0,-24.864037,100,0.0,0,-65535,2,3,1.61,0,0,0,0,90.0,1.0,
0.04,103,5,5,0.00,71,67,50,0.0,0,0.98,0,1124,2,20,2006,1122,0.43028826,100,23.0,0,-65535,1,3,2.06,0,0,0,-8,10.3,0.1,
0.13,103,6,6,0.00,71,67,50,0.0,0,0.98,0,1177,2,24,2055,1177,2.003458,100,23.0,0,-65535,1,3,2.09,0,0,0,-8,10.3,0.1,
0.21,103,6,6,0.01,71,67,50,0.0,0,0.98,0,1231,2,28,2104,1233,2.155287,100,23.0,0,-65535,1,3,2.13,0,0,0,-8,10.3,0.1,
0.29,103,7,7,0.01,71,67,50,0.0,0,0.98,0,1285,3,33,2152,1290,2.3425481,100,23.0,0,-65535,1,3,2.17,0,0,0,-8,10.3,0.1,
0.38,103,8,8,0.01,71,67,50,0.0,1,0.98,0,1338,3,38,2201,1349,2.4212742,100,23.0,0,-65535,1,3,2.20,0,0,0,-8,10.4,0.1,
0.46,103,9,9,0.01,71,67,50,0.0,1,0.98,0,1392,3,44,2250,1409,2.558464,100,23.0,0,-65535,1,3,2.24,0,0,0,-8,10.4,0.1,
0.54,103,9,10,0.01,71,67,50,0.0,1,0.98,0,1445,4,56,2298,1469,3.070812,100,23.0,0,-65535,1,3,2.27,0,0,0,-8,10.4,0.1,
0.63,103,10,10,0.01,71,67,50,0.0,1,0.98,0,1497,4,57,2345,1531,2.8392615,100,23.0,0,-65535,1,3,2.31,0,0,0,-8,10.4,0.1,
0.71,103,11,11,0.01,71,67,50,0.0,1,0.98,0,1548,4,65,2393,1592,3.017845,100,23.0,0,-65535,1,3,2.34,0,0,0,-8,10.4,0.1,
0.79,103,12,12,0.01,71,67,50,0.0,1,0.98,0,1597,5,73,2439,1654,3.125452,100,23.0,0,-65535,1,3,2.37,0,0,0,-8,10.4,0.0,
0.88,103,13,13,0.01,71,67,50,0.0,1,0.98,0,1645,5,82,2485,1716,3.3086982,100,23.0,0,-65535,1,3,2.41,0,0,0,-8,10.4,0.0,
0.96,103,14,14,0.01,71,67,51,0.0,1,0.98,0,1691,6,92,2530,1778,3.4129279,100,23.0,0,-65535,1,3,2.44,0,0,0,-8,10.4,0.0,
1.04,103,15,15,0.01,71,67,51,0.0,2,0.98,0,1735,6,102,2574,1839,3.6424427,100,23.0,0,-65535,1,3,2.47,0,0,0,-8,10.4,0.0,
1.13,103,17,17,0.01,71,67,51,0.0,2,0.98,0,1777,6,114,2616,1900,3.6537392,100,23.0,0,-65535,1,3,2.50,0,0,0,-8,10.4,0.0,
1.21,103,18,18,0.01,71,68,51,0.0,2,0.98,0,1814,7,126,2658,1960,3.930243,100,23.0,0,-65535,1,3,2.53,0,0,0,-8,10.4,0.0,
1.29,103,19,19,0.02,71,68,51,0.0,2,0.98,0,1843,8,138,2698,2018,4.020519,100,23.0,0,-65535,1,3,2.55,0,0,0,-8,10.4,0.0,
1.38,103,20,20,0.02,71,68,51,0.0,2,0.98,0,1866,8,152,2736,2074,4.1035585,100,23.0,0,-65535,1,3,2.56,0,0,0,-8,10.4,0.0,
1.46,103,21,22,0.02,71,68,51,0.0,3,0.98,0,1884,9,174,2772,2128,4.482911,100,23.0,0,-65535,1,3,2.57,0,0,0,-8,10.4,0.0,
1.54,103,23,23,0.02,71,68,51,0.0,3,0.98,0,1897,10,180,2805,2180,4.4006786,100,23.0,0,-65535,1,3,2.58,0,0,0,-8,10.5,0.0,
1.63,103,24,24,0.02,71,68,51,0.0,3,0.98,0,1906,10,196,2837,2229,4.4621396,100,23.0,0,-65535,1,3,2.58,0,0,0,-8,10.5,0.0,
1.71,103,26,26,0.02,71,68,51,0.0,3,0.98,0,1912,11,211,2867,2274,4.624315,100,23.0,0,-65535,1,3,2.58,0,0,0,-8,10.5,0.0,
1.79,103,27,27,0.02,71,68,51,-0.0,3,0.98,0,1916,12,227,2894,2317,4.6699157,100,23.0,0,-65535,1,3,2.58,0,0,0,-8,10.5,0.0,
1.88,103,29,29,0.02,71,68,51,-0.0,4,0.98,0,1917,13,244,2919,2356,4.821507,100,23.0,0,-65535,1,3,2.58,0,0,0,-8,10.5,0.0,
1.96,103,30,30,0.02,71,68,51,-0.0,4,0.98,0,1917,14,260,2942,2392,4.7936664,100,23.0,0,-65535,1,3,2.58,0,0,0,-8,10.5,0.0,
2.04,103,32,32,0.03,71,68,51,-0.0,4,0.98,0,1915,15,277,2964,2424,5.111659,100,23.0,0,-65535,1,3,2.57,0,0,0,-8,10.5,0.0,
2.13,103,33,33,0.03,71,68,51,0.0,5,0.98,0,1913,16,294,2983,2454,5.000614,100,23.0,0,-65535,1,3,2.57,0,0,0,-8,10.5,0.0,
2.21,103,35,35,0.03,71,69,51,0.0,5,0.98,0,1909,16,312,3001,2480,5.124242,100,23.0,0,-65535,1,3,2.57,0,0,0,-8,10.5,0.0,
2.29,103,36,36,0.03,71,69,51,0.0,5,0.98,0,1906,17,329,3017,2504,5.1778426,100,23.0,0,-65535,1,3,2.56,0,0,0,-8,10.5,0.0,
2.38,103,38,38,0.03,71,69,52,0.0,5,0.98,0,1902,18,346,3031,2525,5.1625457,100,23.0,0,-65535,1,3,2.56,0,0,0,-8,10.5,0.0,
2.46,103,39,39,0.03,71,69,52,-0.0,6,0.98,0,1898,19,364,3045,2544,5.2675915,100,23.0,0,-65535,1,3,2.55,0,0,0,-8,10.6,0.0,
2.54,103,41,41,0.03,71,69,52,-0.0,6,0.98,0,1894,20,381,3056,2559,5.2442207,100,23.0,0,-65535,1,3,2.55,0,0,0,-8,10.6,0.0,
2.63,103,43,43,0.03,71,69,52,0.0,6,0.99,0,1890,21,398,3067,2573,5.279768,100,23.0,0,-65535,1,3,2.55,0,0,0,-8,10.6,0.0,
2.71,103,44,44,0.04,71,69,52,0.0,7,0.99,0,1886,22,415,3077,2585,5.3750467,100,23.0,0,-65535,1,3,2.54,0,0,0,-8,10.5,0.0,
2.79,103,46,46,0.04,71,69,52,0.0,7,0.98,0,1883,23,433,3085,2598,5.4621577,100,23.0,0,-65535,1,3,2.54,0,0,0,-8,10.5,0.0,
2.88,103,48,48,0.04,71,69,52,0.0,7,0.98,0,1879,24,451,3092,2614,5.353371,100,23.1,0,-65535,1,3,2.54,0,0,0,-8,10.6,0.0,
