时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,110,691,702,0.57,1049,266,93,-1.2,-1,1.05,0,0,83,0,2800,0,1.3252698E-7,100,0.0,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
0.16,110,691,702,0.57,1049,266,93,-1.2,-1,1.05,0,5098,83,432,2800,1656,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
0.26,110,691,702,0.57,1049,266,93,-1.2,-1,1.05,0,5098,83,432,2800,1656,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
0.38,110,691,702,0.57,1049,266,93,-1.2,-1,1.05,0,5098,83,432,2800,1656,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
0.49,110,691,702,0.57,1049,266,93,-1.2,-1,1.05,0,5098,83,432,2800,1656,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
0.59,110,691,702,0.57,1049,266,93,-1.2,-1,1.05,0,5098,83,432,2800,1656,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
0.73,110,691,702,0.57,1049,266,93,-1.2,-1,1.05,0,5098,83,432,2800,1656,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
0.84,110,691,701,0.57,1049,266,93,-1.2,-6,1.03,0,5098,83,432,2800,1657,-0.23423095,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
0.94,110,691,701,0.57,1048,266,93,-1.2,-6,1.04,0,5099,83,432,2800,1657,-0.238386,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
1.08,110,690,701,0.57,1048,266,93,-1.1,-7,1.04,0,5098,83,432,2800,1658,-0.2719317,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
1.18,110,690,701,0.57,1048,266,93,-1.1,-6,1.06,0,5097,83,432,2800,1658,-0.24150555,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
1.31,110,690,701,0.57,1047,266,93,-1.0,-8,1.04,0,5094,83,432,2800,1658,-0.33381072,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
1.43,110,690,701,0.57,1047,266,93,-1.0,-6,1.04,0,5100,83,432,2800,1658,-0.25007245,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
1.53,110,690,701,0.57,1046,266,93,-0.9,-6,1.04,0,5099,83,432,2800,1658,-0.2512679,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
1.63,110,690,701,0.57,1046,266,93,-0.9,-7,1.03,0,5099,83,432,2800,1660,-0.28809246,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
1.76,110,690,701,0.57,1046,266,93,-0.9,-6,1.05,0,5095,83,432,2800,1660,-0.24054006,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
1.86,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
1.99,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
2.09,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
2.19,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
2.31,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
2.43,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
2.53,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
2.62,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
2.74,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
2.84,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
2.98,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
3.08,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
3.21,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
3.31,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
3.44,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
3.54,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
3.68,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
3.78,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
3.89,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
4.01,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
4.11,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
4.25,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
4.36,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
4.46,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
4.56,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
4.70,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
4.81,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
4.91,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
5.01,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
5.14,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
5.24,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
5.36,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
5.48,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
5.60,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
5.71,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
5.81,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
5.94,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
6.04,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
6.16,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
6.26,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
6.36,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
6.48,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
6.61,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
6.71,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
6.81,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
6.94,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
7.04,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
7.18,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
7.28,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
7.41,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
7.51,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
7.63,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
7.76,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
7.86,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
7.98,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
8.08,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
8.18,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
8.31,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
8.41,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
8.55,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
8.66,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
8.76,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
8.86,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
8.99,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
9.09,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
9.19,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
9.29,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
9.43,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
9.53,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
9.66,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
9.76,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
9.88,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
9.98,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
10.11,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
10.21,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
10.33,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
10.44,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
10.55,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
10.66,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
10.76,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
10.89,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
11.01,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
11.11,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
11.24,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
11.34,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
11.48,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
11.58,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
11.68,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
11.81,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
11.91,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
12.01,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
12.14,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
12.24,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
12.36,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
12.48,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
12.58,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
12.71,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
12.81,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
12.95,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
13.06,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
13.16,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
13.29,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
13.39,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
13.53,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
13.63,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
13.76,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
13.88,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
13.98,110,690,701,0.57,1046,266,93,-0.9,-1,1.05,0,5095,83,432,2800,1660,0.0,100,42.4,0,100,1,3,2.17,0,1,0,0,1.3,0.0,
