时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,103,1,1,0.00,71,65,49,-0.3,0,0.01,0,0,0,0,496,0,0.0016985133,100,0.0,0,-65535,2,3,1.60,0,0,0,0,90.0,0.8,
0.12,103,7,7,0.01,71,67,50,0.0,0,0.98,0,1258,2,30,2128,1261,0.5294846,100,23.0,0,-65535,1,3,2.15,0,0,0,-8,10.3,0.1,
0.20,103,7,8,0.01,71,67,50,0.0,1,0.98,0,1312,3,40,2177,1320,2.7498686,100,23.0,0,-65535,1,3,2.18,0,0,0,-8,10.3,0.1,
0.28,103,8,8,0.01,71,67,50,0.0,1,0.98,0,1352,3,39,2213,1364,2.484975,100,23.0,0,-65535,1,3,2.21,0,0,0,-8,10.4,0.1,
0.37,103,9,9,0.01,71,67,50,0.0,1,0.98,0,1405,3,45,2262,1424,2.5626967,100,23.0,0,-65535,1,3,2.24,0,0,0,-8,10.4,0.1,
0.45,103,10,10,0.01,71,67,50,0.0,1,0.98,0,1458,4,52,2310,1485,2.8343937,100,23.0,0,-65535,1,3,2.28,0,0,0,-8,10.4,0.1,
0.53,103,11,11,0.01,71,67,50,0.0,1,0.98,0,1510,4,59,2357,1546,2.909531,100,23.0,0,-65535,1,3,2.31,0,0,0,-8,10.4,0.1,
0.62,103,12,12,0.01,71,67,50,0.0,1,0.98,0,1560,4,67,2404,1608,3.0541794,100,23.0,0,-65535,1,3,2.35,0,0,0,-8,10.4,0.1,
0.70,103,12,12,0.01,71,67,50,0.0,1,0.98,0,1610,5,75,2451,1670,3.1614416,100,23.0,0,-65535,1,3,2.38,0,0,0,-8,10.4,0.0,
0.79,103,14,14,0.01,71,67,51,0.0,1,0.98,0,1657,5,85,2496,1732,3.3451679,100,23.0,0,-65535,1,3,2.42,0,0,0,-8,10.4,0.0,
0.87,103,15,15,0.01,71,67,51,0.0,1,0.98,0,1703,6,94,2541,1794,3.4082358,100,23.0,0,-65535,1,3,2.45,0,0,0,-8,10.4,0.0,
0.95,103,16,16,0.01,71,67,51,0.0,2,0.98,0,1746,6,105,2584,1855,3.6789005,100,23.0,0,-65535,1,3,2.48,0,0,0,-8,10.5,0.0,
1.03,103,17,17,0.01,71,67,51,0.0,2,0.98,0,1787,7,117,2627,1915,3.7774005,100,23.0,0,-65535,1,3,2.51,0,0,0,-8,10.4,0.0,
1.12,103,18,18,0.01,71,68,51,0.0,2,0.98,0,1822,7,129,2668,1975,3.8711286,100,23.0,0,-65535,1,3,2.54,0,0,0,-8,10.4,0.0,
1.20,103,19,19,0.02,71,68,51,0.0,2,0.98,0,1850,8,142,2707,2032,4.054305,100,23.0,0,-65535,1,3,2.55,0,0,0,-8,10.4,0.0,
1.28,103,21,21,0.02,71,68,51,0.0,2,0.98,0,1871,8,155,2745,2088,4.2362795,100,23.0,0,-65535,1,3,2.57,0,0,0,-8,10.4,0.0,
1.37,103,22,22,0.02,71,68,51,0.0,3,0.98,0,1888,9,169,2780,2141,4.2587347,100,23.0,0,-65535,1,3,2.57,0,0,0,-8,10.5,0.0,
1.45,103,23,23,0.02,71,68,51,0.0,3,0.98,0,1900,10,184,2814,2192,4.484281,100,23.0,0,-65535,1,3,2.58,0,0,0,-8,10.5,0.0,
1.53,103,25,25,0.02,71,68,51,0.0,3,0.98,0,1908,11,199,2845,2240,4.4368124,100,23.0,0,-65535,1,3,2.58,0,0,0,-8,10.5,0.0,
1.62,103,26,26,0.02,71,68,51,0.0,3,0.98,0,1913,11,215,2874,2285,4.6505065,100,23.0,0,-65535,1,3,2.58,0,0,0,-8,10.5,0.0,
1.70,103,27,27,0.02,71,68,51,-0.0,3,0.98,0,1916,12,231,2901,2327,4.6941667,100,23.0,0,-65535,1,3,2.58,0,0,0,-8,10.5,0.0,
1.78,103,29,29,0.02,71,68,51,-0.0,4,0.98,0,1917,13,248,2925,2365,4.9032526,100,23.0,0,-65535,1,3,2.58,0,0,0,-8,10.5,0.0,
1.87,103,30,30,0.02,71,68,51,-0.0,4,0.98,0,1916,14,264,2948,2400,4.9298587,100,23.0,0,-65535,1,3,2.58,0,0,0,-8,10.5,0.0,
1.95,103,32,32,0.03,71,68,51,-0.0,4,0.98,0,1914,15,281,2969,2432,5.0073647,100,23.0,0,-65535,1,3,2.57,0,0,0,-8,10.5,0.0,
2.03,103,33,33,0.03,71,68,51,0.0,5,0.98,0,1912,16,299,2988,2461,5.0173144,100,23.0,0,-65535,1,3,2.57,0,0,0,-8,10.5,0.0,
2.12,103,35,35,0.03,71,69,51,0.0,5,0.98,0,1909,17,316,3005,2487,5.077453,100,23.0,0,-65535,1,3,2.57,0,0,0,-8,10.5,0.0,
2.31,103,37,37,0.03,71,69,51,0.0,5,0.98,0,1905,18,333,3021,2510,5.1902175,100,23.0,0,-65535,1,3,2.56,0,0,0,-8,10.5,0.0,
2.35,103,39,39,0.03,71,69,52,-0.0,4,0.98,0,1900,19,355,3038,2535,3.601207,100,23.0,0,-65535,1,3,2.56,0,0,0,-8,10.5,0.0,
2.43,103,41,41,0.03,71,69,52,-0.0,6,0.98,0,1895,20,373,3054,2556,5.287975,100,23.0,0,-65535,1,3,2.55,0,0,0,-8,10.6,0.0,
2.58,103,42,42,0.03,71,69,52,-0.0,8,0.99,0,1891,21,394,3065,2570,6.744059,100,23.0,0,-65535,1,3,2.55,0,0,0,-8,10.6,0.0,
2.61,103,43,43,0.04,71,69,52,0.0,3,0.99,0,1889,21,402,3070,2576,2.1391375,100,23.0,0,-65535,1,3,2.55,0,0,0,-8,10.6,0.0,
2.72,103,46,46,0.04,71,69,52,0.0,11,0.98,0,1882,23,433,3087,2602,8.794709,100,23.1,0,-65535,1,3,2.54,0,0,0,-8,10.5,0.0,
2.80,103,48,48,0.04,71,69,52,0.0,6,0.98,0,1879,24,451,3092,2614,4.888089,100,23.1,0,-65535,1,3,2.54,0,0,0,-8,10.6,0.0,
2.88,103,49,49,0.04,71,69,52,0.0,7,0.98,0,1876,25,470,3098,2634,5.456603,100,23.3,0,-65535,1,3,2.53,0,0,0,-8,10.6,0.1,
2.97,103,51,51,0.04,71,69,52,0.0,8,0.99,0,1872,26,491,3102,2657,5.5150065,100,23.5,0,-65535,1,3,2.53,0,0,0,-8,10.6,0.1,
3.05,103,53,53,0.04,71,69,52,0.0,8,0.98,0,1869,28,512,3105,2682,5.5099216,100,23.7,0,-65535,1,3,2.53,0,0,0,-8,10.6,0.1,
3.13,103,54,54,0.04,71,70,52,0.0,8,0.98,0,1865,29,534,3106,2709,5.6330557,100,24.0,0,-65535,1,3,2.52,0,0,0,-8,10.6,0.1,
3.22,103,56,56,0.05,71,70,52,0.0,9,0.98,0,1862,30,556,3104,2735,5.757204,100,24.4,0,-65535,1,3,2.52,0,0,0,-8,10.6,0.1,
3.30,103,58,58,0.05,71,70,52,0.0,9,0.98,0,1859,31,579,3101,2761,5.745405,100,24.8,0,-65535,1,3,2.51,0,0,0,-8,10.6,0.1,
