时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,110,1,1,0.00,72,145,60,-0.3,-35,-0.0,0,0,1,0,480,0,-7.8680124,100,0.0,0,100,2,3,0.85,0,0,0,0,39.0,0.5,
0.05,110,7,7,0.01,72,147,59,0.0,0,1.0,0,1697,3,50,1552,2000,0.62896484,100,20.0,0,100,2,3,1.59,0,0,0,0,4.9,0.1,
0.15,110,8,8,0.01,72,148,59,0.0,0,1.0,0,1868,3,55,1615,2163,1.9172747,100,20.0,0,100,2,3,1.66,0,0,0,0,4.9,0.1,
0.28,110,9,9,0.01,72,148,59,0.0,1,1.0,0,2143,4,85,1708,2416,2.3190594,100,20.0,0,100,2,3,1.77,0,0,0,0,4.8,0.0,
0.38,110,10,10,0.01,72,148,59,0.0,1,1.0,0,2314,4,91,1764,2573,2.2182465,100,20.0,0,100,2,3,1.83,0,0,0,0,4.8,0.0,
0.51,110,11,11,0.01,72,148,59,0.0,1,1.0,0,2651,4,105,1866,2874,3.2981,100,20.0,0,100,2,3,1.96,0,0,0,0,4.8,0.0,
0.61,110,12,12,0.01,72,149,59,0.0,1,1.0,0,2916,5,145,1942,3109,2.1782026,100,20.0,0,100,2,3,2.06,0,0,0,0,4.8,0.0,
0.73,110,14,14,0.01,72,149,59,0.0,1,1.0,0,3207,5,159,2022,3363,3.3751516,100,20.0,0,100,2,3,2.17,0,0,0,0,4.8,0.0,
0.86,110,16,16,0.01,72,150,60,0.0,2,1.0,0,3617,6,216,2137,3745,3.7279088,100,20.0,0,100,2,3,2.31,0,0,0,0,4.8,0.0,
0.96,110,17,17,0.01,72,150,60,0.0,2,1.0,0,3822,6,228,2203,3975,3.6055872,100,20.0,0,100,2,3,2.37,0,0,0,0,4.8,0.0,
1.10,110,19,19,0.02,72,150,60,0.0,3,1.0,0,4114,7,287,2315,4380,5.1577845,100,20.0,0,100,2,3,2.44,0,0,0,0,4.8,0.1,
1.20,110,21,21,0.02,72,151,60,0.0,2,1.0,0,4269,8,341,2390,4661,3.3462005,100,20.0,0,100,2,3,2.47,0,0,0,0,4.8,0.1,
1.33,110,23,23,0.02,72,151,60,0.0,4,1.0,0,4397,10,417,2474,4979,5.999529,100,20.0,0,100,2,3,2.49,0,0,0,0,4.8,0.1,
1.43,110,25,25,0.02,72,152,60,0.0,3,0.99,0,4461,11,490,2537,5223,4.726364,100,20.0,0,100,2,3,2.49,0,0,0,0,4.8,0.1,
1.57,110,27,27,0.02,72,152,60,0.0,4,0.99,0,4055,13,527,2592,5456,5.7487926,100,20.0,0,100,1,3,1.75,0,0,0,0,4.8,0.1,
1.66,110,29,30,0.02,72,153,60,0.0,4,0.99,0,4173,14,583,2630,5600,5.3444877,100,20.0,0,100,1,3,1.78,0,0,0,0,4.8,0.1,
1.80,110,32,32,0.03,72,153,60,-0.0,5,1.0,0,4307,16,689,2675,5765,6.109286,100,20.0,0,100,1,3,1.83,0,0,0,0,4.8,0.1,
1.90,110,34,34,0.03,72,153,60,-0.0,5,1.0,0,4413,17,749,2711,5898,5.5070386,100,20.0,0,100,1,3,1.87,0,0,0,0,4.8,0.2,
2.00,110,37,37,0.03,72,154,60,0.0,6,1.0,0,4511,18,811,2745,6025,6.301068,100,20.0,0,100,1,3,1.91,0,0,0,0,4.8,0.2,
2.13,110,39,40,0.03,72,154,60,0.0,7,0.99,0,4621,19,877,2785,6169,6.730997,100,20.0,0,100,1,3,1.95,0,0,0,0,4.8,0.2,
2.23,110,42,42,0.03,72,155,60,0.0,7,0.99,0,4704,20,940,2815,6281,5.827184,100,20.0,0,100,1,3,1.98,0,0,0,0,4.8,0.2,
2.37,110,45,45,0.04,72,155,61,-0.0,8,1.0,0,4812,22,1057,2856,6426,6.770046,100,20.0,0,100,1,3,2.03,0,0,0,0,4.9,0.2,
2.47,110,47,47,0.04,72,155,61,0.0,8,1.01,0,4866,23,1118,2877,6506,6.047433,100,20.0,0,100,1,3,2.05,0,0,0,0,4.8,0.2,
2.60,110,51,51,0.04,72,156,61,0.0,11,1.0,0,4948,25,1236,2911,6692,8.222279,100,20.4,0,100,1,3,2.09,0,0,0,0,4.8,0.2,
2.70,110,53,54,0.04,72,156,61,0.0,8,0.99,0,4990,27,1347,2930,6851,5.2072387,100,20.8,0,100,1,3,2.12,0,0,0,0,4.8,0.2,
2.83,110,57,57,0.05,72,157,61,0.0,13,0.99,0,5028,29,1457,2946,7043,8.644359,100,21.5,0,100,1,3,2.14,0,0,0,0,4.8,0.2,
2.93,110,59,59,0.05,72,157,61,0.0,12,1.0,0,5049,31,1565,2954,7184,7.314425,100,22.2,0,100,1,3,2.15,0,0,0,0,4.9,0.2,
3.03,110,62,62,0.05,72,158,61,0.0,10,1.0,0,5048,33,1665,2955,7288,5.674362,100,23.1,0,100,1,3,2.15,0,0,0,0,4.8,0.2,
3.16,110,66,66,0.05,72,158,61,0.0,16,1.0,0,5042,35,1764,2951,7334,9.109449,100,24.2,0,100,1,3,2.15,0,0,0,0,4.8,0.2,
3.27,110,68,68,0.06,72,159,61,0.0,13,0.99,0,5024,36,1808,2942,7308,6.903623,100,25.2,0,100,1,3,2.14,0,0,0,0,4.8,0.2,
3.40,110,72,72,0.06,72,159,61,0.0,15,1.0,0,4991,38,1896,2926,7296,7.729712,100,26.4,0,100,1,3,2.12,0,0,0,0,4.8,0.2,
3.50,110,75,75,0.06,72,159,61,0.0,14,0.98,0,4953,40,1981,2908,7212,6.89435,100,27.4,0,100,1,3,2.10,0,0,0,0,4.8,0.2,
3.62,110,78,78,0.06,72,160,61,-0.0,14,0.99,0,4897,41,2007,2882,7038,6.3121476,100,28.3,0,100,1,3,2.07,0,0,0,0,4.8,0.2,
3.75,110,81,81,0.07,72,160,62,-0.0,19,1.0,0,4827,42,2026,2855,6869,8.674654,100,28.9,0,100,1,3,2.04,0,0,0,0,4.8,0.2,
3.85,110,84,84,0.07,72,161,62,-0.0,15,1.0,0,4768,43,2074,2831,6782,6.4965496,100,29.1,0,100,1,3,2.02,0,0,0,0,4.8,0.2,
3.98,110,87,87,0.07,72,161,62,0.0,17,1.0,0,4690,46,2157,2802,6755,7.161379,100,29.2,0,100,1,3,1.98,0,0,0,0,4.8,0.2,
4.08,110,89,89,0.07,72,161,62,0.0,15,0.98,0,4627,48,2220,2776,6751,6.192348,100,29.0,0,100,1,3,1.96,0,0,0,0,4.8,0.1,
4.22,110,92,92,0.08,72,162,62,-0.0,18,1.01,0,4545,50,2272,2747,6717,7.095051,100,28.6,0,100,1,3,1.92,0,0,0,0,4.9,0.1,
4.32,110,95,95,0.08,72,162,62,0.0,17,1.01,0,4477,51,2283,2723,6636,6.2881026,100,28.1,0,100,1,3,1.90,0,0,0,0,4.9,0.1,
4.41,110,97,98,0.08,72,163,62,0.0,19,1.0,0,4415,53,2340,2702,6561,6.876316,100,27.4,0,100,1,3,1.88,0,0,0,0,4.8,0.1,
4.55,110,100,101,0.08,72,163,62,0.0,20,0.96,0,4346,55,2389,2678,6466,6.9781966,100,26.5,0,100,1,3,1.85,0,0,0,0,4.8,0.1,
4.65,110,103,103,0.08,72,163,62,-0.0,17,1.0,0,4298,55,2363,2661,6293,5.9103675,100,25.6,0,100,1,3,1.83,0,0,0,0,4.8,0.1,
4.78,110,106,106,0.09,72,164,62,0.0,19,0.99,0,4260,54,2300,2649,5946,6.5223727,100,24.2,0,100,1,3,1.82,0,0,0,0,4.8,0.0,
4.88,110,108,108,0.09,72,164,62,-0.0,16,1.0,0,4258,53,2256,2649,5720,5.3251505,100,23.3,0,100,1,3,1.82,0,0,0,0,4.8,0.0,
5.01,110,111,111,0.09,72,164,62,-0.0,21,1.0,0,4295,50,2147,2663,5295,6.6505075,100,21.6,0,100,1,3,1.83,0,3,0,0,4.9,0.0,
5.11,110,113,113,0.09,72,165,62,0.0,12,1.01,0,4355,47,2068,2684,5023,3.7410638,100,20.5,0,100,1,3,1.85,0,6,0,0,4.8,0.0,
5.25,110,115,115,0.09,72,165,62,-0.0,19,0.99,0,4457,46,2049,2719,4925,5.9066772,100,20.0,0,100,1,3,1.89,0,8,0,0,4.9,0.0,
5.35,110,117,117,0.10,72,166,62,-0.0,15,0.99,0,4541,47,2134,2749,5021,4.516163,100,20.0,0,100,1,3,1.92,0,8,0,0,4.9,0.0,
5.45,110,118,119,0.10,72,166,62,-0.0,14,1.02,0,4621,48,2218,2777,5111,4.1433606,100,20.0,0,100,1,3,1.95,0,8,0,0,4.9,0.0,
5.58,110,121,121,0.10,72,166,63,0.0,21,0.99,0,4706,49,2305,2809,5213,6.179524,100,20.0,0,100,1,3,1.98,0,5,0,0,4.9,0.0,
5.68,110,123,123,0.10,72,167,63,0.0,16,0.99,0,4775,50,2387,2834,5290,4.763587,100,20.0,0,100,1,3,2.01,0,2,0,0,4.8,0.0,
5.82,110,125,125,0.10,72,167,63,0.0,19,0.98,0,4847,51,2471,2862,5419,5.510267,100,20.2,0,100,1,3,2.05,0,1,0,0,4.8,0.0,
5.91,110,127,127,0.10,72,167,63,0.0,18,1.0,1,4898,53,2596,2882,5578,4.9628205,100,20.5,0,100,1,3,2.07,0,3,0,0,4.8,0.0,
6.05,110,130,130,0.11,72,168,63,-0.0,22,0.98,0,4940,56,2766,2898,5810,5.926437,100,21.1,0,100,1,3,2.09,0,9,0,0,4.8,0.0,
6.15,110,132,132,0.11,72,168,63,0.0,20,0.99,0,4954,59,2922,2905,6023,5.3679147,100,21.7,0,100,1,3,2.10,0,13,0,0,4.8,0.0,
6.28,110,135,135,0.11,72,169,63,-0.0,24,1.01,0,4956,63,3122,2901,6314,6.3447638,100,22.8,0,100,1,3,2.10,0,15,0,0,4.9,0.0,
6.38,110,137,137,0.11,72,169,63,-0.0,23,1.01,0,4934,65,3207,2893,6442,5.8866906,100,23.4,0,100,1,3,2.09,0,16,0,0,4.9,0.0,
6.48,110,139,140,0.11,72,169,63,0.0,27,1.04,0,4894,68,3328,2876,6540,6.728388,100,24.1,0,100,1,3,2.07,0,13,0,0,4.9,0.0,
6.62,110,143,143,0.12,72,170,63,0.0,27,0.99,0,4817,71,3420,2844,6540,6.8555555,100,24.8,0,100,1,3,2.04,0,4,1,0,4.8,0.0,
6.73,110,145,145,0.12,72,170,63,0.0,28,0.98,0,4753,72,3422,2820,6456,6.916568,100,25.0,0,100,1,3,2.01,0,-6,11,0,4.8,0.0,
6.83,110,148,148,0.12,72,170,63,0.0,24,0.98,0,4691,73,3424,2795,6317,5.8082314,100,25.0,0,100,1,3,1.98,0,-7,35,0,4.7,0.0,
6.97,110,150,151,0.12,72,171,63,-0.0,27,0.98,0,4620,73,3373,2769,6097,6.3270917,100,24.8,0,100,1,3,1.96,0,9,35,0,4.8,0.0,
7.06,110,153,153,0.12,72,171,63,-0.0,23,0.96,0,4573,72,3293,2752,5879,5.26532,100,24.4,0,100,1,3,1.94,0,29,12,0,4.9,0.0,
7.20,110,156,156,0.13,72,171,64,-0.1,25,1.02,1,4530,69,3126,2737,5529,5.7324095,100,23.7,0,100,1,3,1.92,0,30,-40,0,5.1,0.0,
7.30,110,157,157,0.13,72,172,64,-0.0,21,1.08,1,4523,68,3052,2735,5315,4.7747297,100,23.1,0,100,1,3,1.91,0,20,-63,0,5.1,0.0,
7.41,110,159,159,0.13,72,172,64,0.1,28,1.04,0,4539,64,2905,2741,5016,6.2166724,100,22.3,0,100,1,3,1.92,0,-7,-55,0,4.9,0.0,
7.51,110,161,161,0.13,72,172,64,0.1,20,0.95,1,4575,62,2836,2754,4818,4.344609,100,21.7,0,100,1,3,1.93,0,-35,-24,0,4.6,0.0,
