时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,0,1,1,0.00,234,80,60,-0.2,0,0.03,0,0,0,0,457,0,0.0018295192,0,0.0,0,100,2,3,1.09,0,0,0,0,90.0,3.5,
0.06,65,0,0,0.00,234,78,59,0.0,0,0.98,0,334,0,0,973,197,0.0,44,23.0,0,100,2,3,1.79,0,0,0,-6,1.8,79.6,
0.17,81,0,0,0.00,234,78,59,-0.0,0,0.97,0,349,0,0,1083,245,0.0,70,23.0,0,100,1,3,1.41,0,0,0,-6,1.8,78.0,
0.27,94,0,0,0.00,234,78,59,-0.0,0,0.98,0,381,0,0,1169,287,0.0,91,23.0,0,100,1,3,1.51,0,0,0,-6,0.5,56.8,
0.41,110,0,0,0.00,234,78,59,0.0,0,0.99,0,552,0,0,1292,348,0.0,100,23.0,0,100,2,3,2.36,0,0,0,-6,8.8,22.6,
0.52,110,0,0,0.00,234,78,59,-0.0,0,0.97,0,685,0,0,1436,430,0.0,100,23.0,0,100,2,3,2.49,0,0,0,-6,7.1,11.0,
0.62,110,1,1,0.00,234,78,59,-0.0,0,0.97,0,813,0,0,1565,511,0.49786094,100,23.0,0,100,2,3,2.61,0,3,7,-28,8.2,5.8,
0.75,110,1,1,0.00,234,79,59,0.0,0,0.99,0,986,0,0,1730,625,1.1751008,100,23.0,0,100,2,3,2.75,0,12,-1,-28,9.8,2.5,
0.86,110,2,2,0.00,234,79,59,-0.0,0,0.97,0,1132,0,0,1875,734,1.1990614,100,23.0,0,100,2,3,2.85,0,22,-3,-13,9.3,1.5,
0.96,110,2,2,0.00,234,79,60,0.0,0,1.0,0,1272,1,12,2021,853,1.328198,100,23.0,0,100,2,3,2.92,0,32,-3,-8,11.0,1.1,
1.09,110,3,3,0.00,234,79,60,0.0,0,1.0,0,1308,1,13,2191,1007,2.5026834,100,23.0,0,100,1,3,2.14,0,32,-2,-6,11.0,0.8,
1.19,110,4,4,0.00,234,79,60,-0.0,0,0.95,0,1430,1,14,2317,1126,2.2619998,100,23.0,0,100,1,3,2.22,0,22,-1,-7,10.1,0.7,
1.29,110,5,5,0.00,234,79,60,0.0,0,1.01,0,1546,2,30,2441,1250,2.2088716,100,23.0,0,100,1,3,2.30,0,32,0,-7,11.1,0.5,
