时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,0,1,1,0.00,71,80,60,-0.2,0,-0.01,0,0,0,0,451,0,-7.7317964E-4,57,0.0,0,-65535,2,3,0.82,0,0,0,0,90.0,0.9,
0.04,110,32,33,0.03,71,81,61,0.0,1,0.98,0,1877,20,375,3073,3183,2.7051978,100,25.5,0,-65535,1,3,2.54,0,-13,0,-10,10.8,0.0,
0.18,110,35,36,0.03,71,81,61,-0.0,7,0.97,0,1861,22,409,3046,3147,7.10641,100,25.8,0,-65535,1,3,2.51,0,-12,0,-9,10.8,0.0,
0.28,110,38,38,0.03,71,81,61,-0.0,6,0.99,0,1853,23,426,3027,3091,5.9250784,100,25.6,0,-65535,1,3,2.50,0,0,0,-10,10.9,0.0,
0.39,110,41,41,0.03,71,81,61,-0.0,9,0.98,0,1850,24,444,3011,3011,7.9823394,100,25.1,0,-65535,1,3,2.49,0,27,0,-9,11.0,0.0,
0.49,110,43,43,0.04,71,81,61,0.0,5,1.01,0,1851,25,462,3008,2945,4.631739,100,24.5,0,-65535,1,3,2.50,0,9,0,-10,11.1,0.0,
0.59,110,45,45,0.04,71,81,61,0.0,8,0.96,0,1855,26,482,3010,2904,6.3285446,100,24.1,0,-65535,1,3,2.50,0,1,0,-9,10.9,0.0,
0.73,110,48,48,0.04,71,81,61,0.0,10,0.99,0,1861,27,502,3020,2875,7.367983,100,23.7,0,-65535,1,3,2.51,0,-23,0,-9,11.0,0.0,
0.84,110,51,51,0.04,71,81,61,-0.0,7,0.99,0,1863,29,540,3026,2884,5.343396,100,23.8,0,-65535,1,3,2.51,0,6,0,-10,11.0,0.0,
1.03,110,55,55,0.04,71,81,61,0.0,9,0.95,0,1861,31,577,3025,2917,5.8592753,100,24.3,0,-65535,1,3,2.51,0,-12,0,-9,10.9,0.0,
1.13,110,57,57,0.05,71,81,61,0.0,9,0.99,0,1858,33,613,3019,2919,5.8853307,100,24.5,0,-65535,1,3,2.51,0,-34,0,-9,10.9,0.0,
1.26,110,60,60,0.05,71,81,62,0.0,10,0.96,0,1855,34,630,3009,2897,6.200552,100,24.5,0,-65535,1,3,2.50,0,-23,0,-9,10.9,0.0,
1.36,110,62,62,0.05,71,81,62,0.0,9,0.97,0,1853,35,648,3003,2862,5.3658905,100,24.4,0,-65535,1,3,2.50,0,-13,0,-8,10.9,0.0,
1.49,110,65,65,0.05,71,82,62,0.0,11,1.0,0,1855,36,667,2999,2807,6.0148716,100,24.1,0,-65535,1,3,2.50,0,-18,0,-9,11.0,0.0,
1.59,110,67,67,0.05,71,82,62,0.0,10,0.98,0,1856,37,686,3000,2780,5.2005873,100,23.9,0,-65535,1,3,2.50,0,-50,0,-9,10.9,0.0,
