时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,110,171,171,0.14,71,85,66,0.0,0,0.98,0,0,71,0,3001,0,3.1875583E-8,100,0.0,0,-65535,1,3,2.51,0,0,0,-10,9.0,0.0,
0.15,110,207,208,0.17,84,87,68,4.6,20,1.18,0,1850,77,1424,3002,1886,2.8598843,100,24.5,0,-65535,1,3,2.51,0,13,0,-10,9.7,0.0,
0.25,110,208,208,0.17,85,87,68,4.9,23,1.16,0,1850,77,1424,3002,1880,3.186955,100,24.5,0,-65535,1,3,2.51,0,13,0,-10,9.3,0.0,
0.38,110,209,210,0.17,87,87,68,5.1,24,1.13,0,1850,77,1424,3001,1872,3.1683996,100,24.6,0,-65535,1,3,2.51,0,12,0,-10,8.9,0.0,
0.48,110,210,211,0.17,89,87,68,5.2,21,1.12,0,1850,78,1443,3001,1866,2.664041,100,24.6,0,-65535,1,3,2.51,0,11,0,-10,8.6,0.0,
0.62,110,211,212,0.17,28,87,68,5.4,23,1.1,0,1850,78,1443,3001,1859,2.9561565,100,24.6,0,-65535,1,3,2.51,0,10,0,-10,8.3,0.0,
0.72,110,212,213,0.17,28,87,68,5.5,21,1.08,0,1850,78,1443,3001,1853,2.5618997,100,24.6,0,-65535,1,3,2.51,0,10,0,-10,8.0,0.0,
0.85,110,214,214,0.17,29,87,68,5.7,23,1.06,0,1849,78,1442,3001,1845,2.8210003,100,24.7,0,-65535,1,3,2.51,0,10,0,-10,7.7,0.0,
0.95,110,214,215,0.17,30,87,68,5.8,21,1.05,0,1849,78,1442,3001,1841,2.4556298,100,24.7,0,-65535,1,3,2.51,0,11,0,-10,7.6,0.0,
1.09,110,216,216,0.18,30,87,68,5.9,25,1.05,0,1849,78,1442,3001,1834,3.151671,100,24.7,0,-65535,1,3,2.51,0,11,0,-10,7.4,0.0,
1.18,110,216,217,0.18,31,87,68,6.0,17,1.04,0,1849,78,1442,3001,1829,1.86814,100,24.8,0,-65535,1,3,2.51,0,11,0,-10,7.2,0.0,
1.32,110,218,218,0.18,32,87,68,6.1,25,1.04,0,1849,78,1442,3001,1822,3.0542374,100,24.8,0,-65535,1,3,2.51,0,11,0,-10,7.1,0.0,
1.42,110,218,219,0.18,33,87,68,6.2,20,1.04,0,1849,79,1460,3001,1817,2.2745762,100,24.8,0,-65535,1,3,2.51,0,11,0,-10,7.0,0.0,
1.55,110,219,220,0.18,33,87,69,6.2,22,1.03,0,1849,79,1460,3001,1811,2.606131,100,24.9,0,-65535,1,3,2.51,0,11,0,-10,6.9,0.0,
1.65,110,220,221,0.18,34,87,69,6.3,20,1.03,0,1849,79,1460,3001,1807,2.249643,100,24.9,0,-65535,1,3,2.51,0,11,0,-10,6.8,0.0,
1.75,110,221,222,0.18,35,87,69,6.4,22,1.03,0,1849,79,1460,3001,1802,2.4961605,100,24.9,0,-65535,1,3,2.51,0,11,0,-10,6.7,0.0,
1.88,110,222,223,0.18,35,87,69,6.5,22,1.03,0,1849,79,1460,3001,1796,2.4979708,100,24.9,0,-65535,1,3,2.51,0,11,0,-10,6.6,0.0,
1.98,110,223,224,0.18,36,88,69,6.5,20,1.03,0,1848,79,1460,3001,1791,2.195081,100,25.0,0,-65535,1,3,2.51,0,11,0,-10,6.5,0.0,
2.12,110,224,225,0.18,37,88,69,6.6,22,1.03,0,1848,79,1460,3001,1786,2.4612143,100,25.0,0,-65535,1,3,2.51,0,12,0,-10,6.4,0.0,
2.22,110,225,225,0.18,38,88,69,6.7,20,1.03,0,1848,79,1460,3001,1781,2.1342897,100,25.0,0,-65535,1,3,2.51,0,12,0,-10,6.4,0.0,
2.35,110,226,227,0.18,38,88,69,6.8,23,1.03,0,1848,79,1460,3001,1775,2.4654896,100,25.1,0,-65535,1,3,2.51,0,12,0,-10,6.3,0.0,
2.45,110,227,227,0.19,39,88,69,6.8,20,1.02,0,1848,80,1478,3001,1771,2.1049433,100,25.1,0,-65535,1,3,2.51,0,12,0,-10,6.2,0.0,
2.59,110,228,228,0.19,40,88,69,6.9,25,1.02,0,1848,80,1478,3001,1765,2.8032255,100,25.1,0,-65535,1,3,2.51,0,12,0,-10,6.1,0.0,
2.68,110,229,229,0.19,41,88,69,7.0,18,1.02,0,1848,80,1478,3001,1761,1.6420115,100,25.1,0,-65535,1,3,2.51,0,12,0,-10,6.0,0.0,
2.82,110,230,230,0.19,42,88,69,7.0,25,1.02,0,1848,80,1478,3001,1755,2.742767,100,25.2,0,-65535,1,3,2.51,0,12,0,-10,5.9,0.0,
2.92,110,231,231,0.19,42,88,69,7.1,21,1.02,0,1848,80,1478,3001,1751,2.0649664,100,25.2,0,-65535,1,3,2.51,0,12,0,-10,5.9,0.0,
3.05,110,232,232,0.19,43,88,69,7.2,22,1.02,0,1848,80,1478,3001,1746,2.3359733,100,25.2,0,-65535,1,3,2.51,0,12,0,-10,5.8,0.0,
3.15,110,232,233,0.19,44,88,69,7.2,21,1.02,0,1848,80,1478,3001,1742,2.0299666,100,25.2,0,-65535,1,3,2.51,0,12,0,-10,5.7,0.0,
3.28,110,233,234,0.19,45,88,70,7.3,23,1.02,0,1848,80,1478,3001,1737,2.2979393,100,25.3,0,-65535,1,3,2.51,0,12,0,-10,5.6,0.0,
3.38,110,234,235,0.19,46,88,70,7.3,21,1.01,0,1848,80,1478,3001,1732,2.0236492,100,25.3,0,-65535,1,3,2.51,0,12,0,-10,5.6,0.0,
3.52,110,235,236,0.19,47,88,70,7.4,23,1.01,0,1848,80,1478,3001,1727,2.2707837,100,25.3,0,-65535,1,3,2.51,0,12,0,-10,5.5,0.0,
3.62,110,236,236,0.19,48,88,70,7.4,21,1.01,0,1848,81,1496,3001,1723,1.9924873,100,25.4,0,-65535,1,3,2.51,0,12,0,-10,5.4,0.0,
