时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,110,1,1,0.00,72,163,35,-0.2,0,0.04,0,0,0,0,558,0,0.0032063054,100,0.0,0,100,1,3,1.86,0,0,0,0,90.0,0.4,
0.05,110,32,32,0.03,72,168,40,0.0,1,0.98,0,2790,14,390,2737,3264,2.4767592,100,26.5,0,100,1,3,2.41,0,0,0,-5,10.3,0.7,
0.15,110,33,33,0.03,72,168,40,0.0,4,0.98,0,2791,14,390,2739,3262,3.9872754,100,26.2,0,100,1,3,2.41,0,0,0,-5,10.3,0.7,
0.28,110,35,35,0.03,72,169,40,0.0,5,0.98,0,2792,15,418,2746,3271,4.7917047,100,25.6,0,100,1,3,2.41,0,0,4,-5,10.3,0.8,
0.40,110,37,37,0.03,72,169,40,-0.0,4,0.98,0,2793,16,447,2753,3284,3.6436014,100,25.2,0,100,1,3,2.41,0,0,15,-5,10.3,0.9,
0.51,110,38,39,0.03,72,169,40,-0.0,5,0.98,0,2795,17,475,2764,3305,4.315924,100,24.7,0,100,1,3,2.41,0,0,16,-5,10.3,1.0,
0.61,110,40,40,0.03,72,169,40,-0.0,4,0.99,0,2795,17,475,2774,3325,3.65929,100,24.5,0,100,1,3,2.41,0,0,8,-5,10.3,1.0,
0.75,110,42,42,0.03,72,170,41,0.0,5,0.99,0,2796,18,503,2785,3351,4.2044797,100,24.3,0,100,1,3,2.41,0,0,3,-5,10.3,1.1,
0.85,110,43,43,0.04,72,170,41,0.0,4,0.98,0,2795,19,531,2793,3371,3.7027493,100,24.2,0,100,1,3,2.41,0,0,1,-5,10.3,1.2,
0.96,110,45,45,0.04,72,170,41,0.0,5,0.98,0,2795,20,559,2801,3393,4.198726,100,24.2,0,100,1,3,2.41,0,0,-1,-5,10.3,1.2,
1.06,110,47,47,0.04,72,170,41,0.0,5,0.98,0,2795,21,587,2805,3405,3.6725423,100,24.3,0,100,1,3,2.41,0,0,-10,-5,10.3,1.3,
1.20,110,49,49,0.04,72,170,41,0.0,7,0.99,0,2794,22,614,2809,3421,5.03613,100,24.5,0,100,1,3,2.41,0,-1,-25,-5,10.3,1.4,
1.29,110,50,50,0.04,72,171,42,0.0,4,0.99,0,2794,23,642,2809,3428,3.0207803,100,24.6,0,100,1,3,2.41,0,0,-12,-5,10.3,1.5,
1.43,110,52,52,0.04,72,171,42,0.0,7,0.98,0,2794,23,642,2808,3431,5.050763,100,24.8,0,100,1,3,2.41,0,1,-4,-5,10.3,1.5,
1.53,110,54,54,0.04,72,171,42,0.0,6,0.99,0,2794,24,670,2806,3430,3.7582464,100,24.9,0,100,1,3,2.41,0,2,-2,-5,10.3,1.6,
1.66,110,56,56,0.05,72,171,42,0.0,7,0.98,0,2794,25,698,2802,3426,4.2931633,100,25.0,0,100,1,3,2.41,0,1,1,-5,10.3,1.7,
1.76,110,57,57,0.05,72,171,42,0.0,6,0.98,0,2793,26,726,2799,3422,3.7422767,100,25.0,0,100,1,3,2.41,0,1,1,-5,10.3,1.8,
1.88,110,59,59,0.05,72,172,42,-0.0,6,0.98,0,2793,26,726,2795,3416,3.5690417,100,25.0,0,100,1,3,2.41,0,1,0,-5,10.3,1.9,
2.02,110,61,61,0.05,72,172,43,-0.0,8,0.98,0,2794,27,754,2792,3410,4.9451036,100,25.0,0,100,1,3,2.41,0,0,0,-5,10.3,2.0,
2.11,110,62,63,0.05,72,172,43,-0.0,5,0.99,0,2794,28,782,2790,3406,3.0515835,100,24.9,0,100,1,3,2.41,0,0,0,-5,10.3,2.0,
2.25,110,64,64,0.05,72,172,43,-0.0,9,0.98,0,2794,29,810,2789,3401,5.006548,100,24.8,0,100,1,3,2.41,0,0,0,-5,10.3,2.1,
2.35,110,66,66,0.05,72,173,43,-0.0,7,0.99,1,2794,29,810,2789,3399,3.7230096,100,24.7,0,100,1,3,2.41,0,0,0,-5,10.3,2.2,
2.48,110,68,68,0.06,72,173,43,0.0,8,0.98,0,2794,30,838,2789,3398,4.1906037,100,24.5,0,100,1,3,2.41,0,0,0,-5,10.3,2.3,
2.60,110,70,70,0.06,72,173,44,-0.0,8,0.98,0,2795,31,866,2791,3399,4.3570313,100,24.4,0,100,1,3,2.41,0,0,0,-5,10.3,2.4,
2.70,110,71,71,0.06,72,173,44,-0.0,6,0.98,0,2796,32,894,2793,3402,2.910531,100,24.3,0,100,1,3,2.41,0,0,0,-5,10.3,2.4,
2.81,110,73,73,0.06,72,173,44,0.0,10,1.0,0,2795,32,894,2795,3405,4.8932195,100,24.2,0,100,1,3,2.41,0,0,0,-5,10.3,2.5,
2.91,110,74,74,0.06,72,174,44,0.0,8,0.98,0,2795,33,922,2797,3408,3.70056,100,24.2,0,100,1,3,2.41,0,0,0,-5,10.3,2.5,
3.03,110,76,76,0.06,72,174,44,0.0,8,0.97,0,2794,34,950,2798,3412,4.0614185,100,24.1,0,100,1,3,2.41,0,0,0,-5,10.3,2.6,
3.21,110,78,78,0.06,72,174,45,0.0,7,0.99,0,2795,35,978,2800,3417,3.4259698,100,24.1,0,100,1,3,2.41,0,0,3,-5,10.4,2.7,
3.31,110,80,80,0.06,72,174,45,0.0,9,0.98,0,2795,36,1006,2801,3420,4.084998,100,24.1,0,100,1,3,2.41,0,0,17,-5,10.4,2.7,
3.44,110,82,82,0.07,72,174,45,0.0,9,0.97,0,2794,37,1034,2801,3423,4.179875,100,24.1,0,100,1,3,2.41,0,0,26,-5,10.3,2.8,
3.55,110,83,83,0.07,72,175,45,-0.0,8,0.97,0,2795,37,1034,2801,3424,3.6313074,100,24.1,0,100,1,3,2.41,0,0,23,-5,10.4,2.8,
3.68,110,85,85,0.07,72,175,45,0.0,11,1.01,0,2795,38,1062,2800,3430,4.879236,100,24.1,0,100,1,3,2.41,0,0,15,-5,10.3,2.8,
3.80,110,87,87,0.07,72,175,45,0.0,9,0.98,0,2794,39,1090,2800,3421,3.6484234,100,24.1,0,100,1,3,2.41,0,0,8,-5,10.3,2.8,
3.89,110,88,88,0.07,72,175,46,0.0,9,0.97,0,2795,39,1090,2799,3412,3.5817025,100,24.1,0,100,1,3,2.41,0,0,4,-5,10.3,2.8,
