时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,110,0,0,0.00,71,80,60,-0.1,0,0.0,0,0,0,0,550,0,0.0,100,0.0,0,-65535,2,3,1.66,0,0,0,0,90.0,1.8,
0.06,110,57,57,0.05,71,81,62,0.0,3,0.98,0,1883,32,602,2988,2869,4.4048624,100,24.7,0,-65535,1,3,2.54,0,0,0,-10,11.0,0.0,
0.16,110,59,59,0.05,71,81,62,0.0,9,0.99,0,1878,33,619,2987,2897,5.6067805,100,25.0,0,-65535,1,3,2.53,0,0,0,-10,11.0,0.0,
0.29,110,62,62,0.05,71,81,62,0.0,12,0.98,0,1867,35,653,2977,2898,7.308626,100,25.3,0,-65535,1,3,2.52,0,0,0,-10,11.0,0.0,
0.41,110,64,64,0.05,71,82,62,0.0,9,0.98,0,1861,36,670,2969,2864,5.3847933,100,25.2,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
0.51,110,66,67,0.05,71,82,62,0.0,10,0.99,0,1858,37,687,2964,2811,5.3774486,100,24.8,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
0.64,110,70,70,0.06,71,82,62,0.0,11,0.98,0,1861,37,688,2968,2737,5.941868,100,24.1,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
0.76,110,72,72,0.06,71,82,62,0.0,12,0.97,0,1864,38,708,2976,2703,5.881762,100,23.8,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
0.86,110,74,74,0.06,71,82,62,-0.0,10,0.98,0,1868,39,728,2986,2693,5.069986,100,23.6,0,-65535,1,3,2.52,0,0,0,-10,11.0,0.0,
0.99,110,76,76,0.06,71,82,62,-0.0,12,0.98,0,1869,40,747,2995,2706,5.8089986,100,23.7,0,-65535,1,3,2.52,0,0,0,-10,11.0,0.0,
1.11,110,79,79,0.06,71,82,62,-0.0,13,0.98,0,1867,42,784,2997,2724,6.0816813,100,23.9,0,-65535,1,3,2.52,0,0,0,-10,11.0,0.0,
1.21,110,81,81,0.07,71,82,62,-0.0,11,0.99,0,1864,43,801,2995,2729,4.9964147,100,24.1,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
1.34,110,83,84,0.07,71,82,62,-0.0,14,0.96,0,1860,45,837,2990,2712,5.872417,100,24.1,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
1.44,110,86,86,0.07,71,82,62,-0.0,12,0.99,0,1859,45,836,2987,2683,5.0419326,100,24.0,0,-65535,1,3,2.51,0,0,0,-10,11.0,0.0,
