时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,0,1,1,0.00,72,163,35,-0.2,0,0.04,0,0,0,0,510,0,0.0032147258,100,0.0,0,100,1,3,0.78,0,0,0,0,90.0,0.4,
0.05,0,0,0,0.00,72,164,37,0.0,0,0.98,0,16,0,0,551,129,0.0,100,20.2,0,100,1,3,0.78,0,0,0,-5,7.2,45.5,
0.15,10,0,0,0.00,72,164,37,0.0,0,0.09,0,322,0,0,624,157,0.0,100,20.2,0,100,1,3,0.82,0,0,0,-5,2.1,12.3,
0.28,25,0,0,0.00,72,164,37,0.0,0,0.06,0,512,0,0,778,245,0.0,100,20.2,0,100,1,3,0.90,0,0,0,-5,73.6,6.6,
0.38,33,0,0,0.00,72,164,37,0.0,0,0.2,0,606,0,0,874,310,0.0,100,20.2,0,100,1,3,0.95,0,0,0,-5,90.0,13.2,
0.52,48,0,0,0.00,72,164,37,-0.0,0,0.34,0,772,0,0,1046,447,0.0,100,20.2,0,100,1,3,1.03,0,0,0,-5,64.2,33.4,
0.63,58,0,0,0.00,72,164,37,-0.0,0,0.98,0,895,0,0,1170,561,0.0,100,20.2,0,100,1,3,1.12,0,0,0,-5,16.1,12.0,
0.73,68,0,0,0.00,72,164,37,0.0,0,0.98,0,1018,0,0,1293,687,0.0,100,20.2,0,100,1,3,1.25,0,0,0,-5,5.8,4.7,
0.83,83,0,0,0.00,72,164,37,0.0,0,0.98,0,1118,0,0,1412,823,0.0,100,20.2,0,100,1,3,1.44,0,0,0,-5,7.1,1.8,
0.97,88,1,1,0.00,72,164,37,0.0,0,0.98,0,1248,0,0,1549,992,0.724395,100,20.2,0,100,1,3,1.50,0,24,0,7,8.7,1.1,
1.07,88,1,1,0.00,72,164,37,0.0,0,0.98,0,1365,0,0,1660,1140,0.7953451,100,20.2,0,100,1,3,1.50,0,36,0,7,9.5,0.7,
1.17,92,1,1,0.00,72,164,37,0.0,0,0.99,0,1437,0,0,1765,1292,1.1651288,100,20.2,0,100,1,3,1.57,0,43,1,5,9.6,0.4,
1.30,108,2,2,0.00,72,164,37,0.0,0,0.99,0,1518,1,15,1874,1458,1.4337665,100,20.2,0,100,1,3,1.60,0,48,1,4,9.7,0.2,
1.40,110,3,3,0.00,72,164,37,-0.0,0,0.97,0,1628,1,16,1965,1602,1.4904375,100,20.2,0,100,1,3,1.64,0,42,2,1,9.6,0.1,
1.53,110,4,4,0.00,72,164,37,0.0,0,1.01,0,1772,1,17,2086,1805,1.939117,100,20.2,0,100,1,3,1.68,0,43,3,1,10.0,0.0,
1.63,110,4,4,0.00,72,164,37,0.0,0,1.01,0,1849,2,36,2151,1920,1.9297162,100,20.2,0,100,1,3,1.71,0,30,3,1,10.0,0.0,
1.76,110,5,5,0.00,72,164,37,0.0,0,0.99,0,1952,2,39,2244,2088,2.3499265,100,20.2,0,100,1,3,1.74,0,27,3,1,10.0,0.0,
1.87,110,7,7,0.01,72,165,37,0.0,0,0.98,0,2042,3,61,2330,2250,2.4881942,100,20.2,0,100,1,3,1.78,0,26,2,1,10.0,0.0,
1.97,110,7,7,0.01,72,165,37,0.0,0,0.98,0,2095,3,62,2383,2353,2.4856393,100,20.2,0,100,1,3,1.80,0,40,2,1,10.0,0.0,
2.09,110,9,9,0.01,72,165,38,0.0,1,0.98,0,2164,4,86,2455,2498,3.3838682,100,20.2,0,100,1,3,1.83,0,62,2,1,10.1,0.1,
2.25,110,11,11,0.01,72,165,38,0.0,1,0.98,0,2240,5,112,2541,2674,2.8650825,100,20.2,0,100,1,3,1.87,0,52,2,1,10.1,0.1,
2.38,110,12,12,0.01,72,165,38,0.0,1,0.98,0,2287,5,114,2597,2792,3.567708,100,20.2,0,100,1,3,1.90,0,53,2,0,10.1,0.1,
2.48,110,13,13,0.01,72,165,38,0.0,1,0.98,0,2320,6,139,2638,2886,3.173769,100,20.2,0,100,1,3,1.92,0,47,2,0,10.1,0.1,
2.62,110,15,15,0.01,72,165,38,0.0,1,0.99,0,2353,7,164,2682,2978,3.7437487,100,20.2,0,100,1,3,1.94,0,38,2,0,10.2,0.1,
2.72,110,16,16,0.01,72,165,38,0.0,1,0.99,0,2377,8,190,2714,3047,3.2988172,100,20.2,0,100,1,3,1.96,0,37,2,0,10.2,0.1,
2.85,110,18,18,0.01,72,166,38,0.0,2,0.99,0,2402,9,216,2749,3120,3.9265354,100,20.2,0,100,1,3,1.99,0,29,2,2,10.2,0.1,
2.95,110,20,20,0.02,72,166,39,0.0,1,0.99,0,2422,9,217,2774,3173,2.8660254,100,20.2,0,100,1,3,2.00,0,29,1,2,10.2,0.1,
3.08,110,21,21,0.02,72,166,39,0.0,3,0.99,0,2442,10,244,2800,3228,4.8301787,100,20.2,0,100,1,3,2.03,0,14,1,2,10.2,0.2,
3.18,110,23,23,0.02,72,166,39,0.0,2,0.98,0,2456,11,270,2820,3268,2.8915153,100,20.2,0,100,1,3,2.04,0,20,1,1,10.2,0.2,
3.32,110,25,25,0.02,72,166,39,0.0,3,0.98,0,2472,12,296,2840,3310,4.8818865,100,20.2,0,100,1,3,2.06,0,6,1,3,10.2,0.2,
3.42,110,26,26,0.02,72,166,39,0.0,3,0.98,0,2485,13,323,2856,3340,3.7027369,100,20.2,0,100,1,3,2.08,0,-4,1,3,10.3,0.2,
3.55,110,28,28,0.02,72,167,39,-0.0,3,0.98,0,2499,14,349,2871,3385,4.2632895,100,20.4,0,100,1,3,2.09,0,-4,1,2,10.3,0.2,
3.65,110,30,30,0.02,72,167,40,-0.0,3,0.99,0,2509,15,376,2880,3439,3.8183198,100,20.7,0,100,1,3,2.11,0,29,1,-1,10.3,0.3,
3.78,110,32,32,0.03,72,167,40,0.0,4,0.98,0,2523,16,403,2885,3484,4.43422,100,21.2,0,100,1,3,2.12,0,14,1,1,10.3,0.3,
3.88,110,33,33,0.03,72,167,40,0.0,4,0.98,0,2533,17,430,2884,3506,3.9405148,100,21.8,0,100,1,3,2.14,0,7,1,1,10.3,0.3,
4.02,110,36,36,0.03,72,167,40,-0.0,4,0.98,0,2551,18,459,2875,3518,4.5049653,100,22.6,0,100,1,3,2.15,0,14,1,0,10.3,0.3,
4.12,110,37,37,0.03,72,168,40,-0.0,4,0.99,0,2558,19,486,2868,3516,3.9700277,100,23.1,0,100,1,3,2.16,0,14,0,-1,10.3,0.3,
4.25,110,39,39,0.03,72,168,40,-0.0,5,0.98,0,2575,19,489,2850,3497,5.152458,100,23.7,0,100,1,3,2.18,0,-19,0,0,10.3,0.4,
