时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,0,1,1,0.00,234,80,60,-0.2,0,0.03,0,0,0,0,457,0,0.0019783233,0,0.0,0,100,2,3,1.09,0,0,0,0,90.0,3.5,
0.05,0,0,0,0.00,234,78,59,0.0,0,0.98,0,3,0,0,446,43,0.0,0,23.0,0,100,2,3,1.08,0,0,0,-6,2.3,78.4,
0.17,0,0,0,0.00,234,78,59,0.0,0,0.98,0,3,0,0,446,43,0.0,0,23.0,0,100,2,3,1.08,0,0,0,-6,2.3,78.4,
0.27,0,0,0,0.00,234,78,59,0.0,0,0.98,0,3,0,0,446,43,0.0,0,23.0,0,100,2,3,1.08,0,0,0,-6,2.3,78.4,
0.38,0,0,0,0.00,234,78,59,0.0,0,0.98,0,3,0,0,446,43,0.0,0,23.0,0,100,2,3,1.08,0,0,0,-6,2.3,78.4,
0.48,0,0,0,0.00,234,78,59,0.0,0,0.98,0,3,0,0,446,43,0.0,0,23.0,0,100,2,3,1.08,0,0,0,-6,2.3,78.4,
0.58,0,0,0,0.00,234,78,59,0.0,0,0.98,0,3,0,0,446,43,0.0,0,23.0,0,100,2,3,1.08,0,0,0,-6,2.3,78.4,
0.71,2,0,0,0.00,234,78,59,0.0,0,0.98,0,46,0,0,451,43,0.0,1,23.0,0,100,2,3,1.09,0,0,0,-6,2.3,78.4,
0.81,13,0,0,0.00,234,78,59,-0.0,0,0.96,0,130,0,0,519,55,0.0,5,23.0,0,100,2,3,1.19,0,0,0,-6,2.2,74.3,
0.91,23,0,0,0.00,234,78,59,-0.0,0,0.97,0,167,0,0,599,74,0.0,9,23.0,0,100,2,3,1.31,0,0,0,-6,2.3,78.9,
1.05,35,0,0,0.00,234,78,59,-0.0,0,0.97,0,214,0,0,704,102,0.0,14,23.0,0,100,2,3,1.46,0,0,0,-6,6.2,77.7,
1.15,47,0,0,0.00,234,78,59,-0.0,0,0.98,0,254,0,0,796,131,0.0,19,23.0,0,100,2,3,1.59,0,0,0,-6,3.3,78.0,
1.28,58,0,0,0.00,234,78,59,-0.0,0,0.97,0,307,0,0,909,171,0.0,33,23.0,0,100,2,3,1.72,0,0,0,-6,3.8,77.7,
1.38,68,0,0,0.00,234,78,59,0.0,0,0.97,0,349,0,0,1006,210,0.0,49,23.0,0,100,2,3,1.82,0,0,0,-6,7.5,63.3,
1.51,88,0,0,0.00,234,78,59,-0.0,0,0.97,0,368,0,0,1129,267,0.0,80,23.0,0,100,1,3,1.48,0,0,0,-6,7.0,56.5,
1.61,99,0,0,0.00,234,78,59,0.0,0,0.98,0,389,0,0,1197,300,0.0,98,23.0,0,100,1,3,1.53,0,0,0,-6,0.9,41.1,
1.75,110,0,0,0.00,234,78,59,0.0,0,0.99,0,610,0,0,1356,383,0.0,100,23.0,0,100,2,3,2.42,0,0,0,-6,10.6,17.9,
1.85,110,0,0,0.00,234,78,59,0.0,0,0.98,0,726,0,0,1479,456,0.0,100,23.0,0,100,2,3,2.53,0,0,0,-6,9.1,8.9,
1.98,110,1,1,0.00,234,78,59,-0.0,0,0.97,0,889,0,0,1639,560,0.96325,100,23.0,0,100,2,3,2.67,0,17,2,-31,8.6,3.8,
2.08,110,1,1,0.00,234,78,59,0.0,0,0.99,0,1037,0,0,1780,661,0.9794037,100,23.0,0,100,2,3,2.79,0,29,-4,-22,10.9,2.0,
2.21,110,2,2,0.00,234,78,59,0.0,0,1.0,0,1209,0,0,1954,798,1.5159241,100,23.0,0,100,2,3,2.89,0,20,-5,-11,11.0,1.1,
2.31,110,3,3,0.00,234,79,59,-0.0,0,0.96,0,1342,1,13,2100,922,1.7295048,100,23.0,0,100,2,3,2.94,0,10,-3,-7,9.8,0.8,
2.45,110,4,4,0.00,234,79,60,-0.0,0,0.96,0,1374,1,13,2259,1070,2.3618662,100,23.0,0,100,1,3,2.18,0,5,-2,-6,10.0,0.7,
2.55,110,5,5,0.00,234,79,60,0.0,0,1.01,0,1493,1,14,2384,1192,2.368,100,23.0,0,100,1,3,2.26,0,15,-1,-6,11.0,0.6,
2.66,110,6,6,0.00,234,79,60,0.0,1,1.01,0,1625,2,32,2530,1342,3.5536892,100,23.0,0,100,1,3,2.35,0,8,0,-7,11.1,0.5,
2.81,110,8,8,0.01,234,80,60,-0.0,1,0.95,0,1756,2,35,2692,1519,3.2049048,100,23.0,0,100,1,3,2.45,0,7,0,-7,10.5,0.4,
2.91,110,9,9,0.01,234,80,60,0.0,1,1.0,0,1833,3,54,2799,1642,3.0875819,100,23.0,0,100,1,3,2.52,0,11,0,-7,11.0,0.3,
3.05,110,11,11,0.01,234,80,60,0.0,1,0.99,0,1904,4,76,2918,1784,5.1574173,100,23.0,0,100,1,3,2.60,0,-3,-1,-7,11.0,0.2,
3.15,110,13,13,0.01,234,80,60,0.0,1,0.98,0,1946,5,97,3008,1894,4.260133,100,23.0,0,100,1,3,2.65,0,-22,-1,-7,10.9,0.2,
3.28,110,15,15,0.01,234,80,61,0.0,2,0.98,0,1979,6,118,3103,2016,5.1603737,100,23.0,0,100,1,3,2.71,0,13,-1,-7,11.0,0.2,
3.38,110,17,17,0.01,234,81,61,0.0,2,0.98,0,1987,7,139,3173,2106,4.8165445,100,23.0,0,100,1,3,2.75,0,18,-1,-7,11.0,0.1,
3.51,110,20,20,0.02,234,81,61,0.0,3,0.98,0,1976,8,158,3254,2214,5.7578087,100,23.0,0,100,1,3,2.77,0,23,-1,-8,11.1,0.1,
3.61,110,22,22,0.02,234,81,61,0.0,3,0.98,0,1963,9,176,3292,2265,5.3184943,100,23.0,0,100,1,3,2.77,0,22,-1,-8,11.1,0.1,
3.75,110,25,25,0.02,234,81,61,0.0,4,0.98,0,1935,11,212,3346,2339,6.203652,100,23.0,0,100,1,3,2.77,0,47,-1,-8,11.2,0.0,
3.85,110,27,27,0.02,234,81,61,0.0,4,0.98,0,1918,12,230,3371,2374,5.5873146,100,23.0,0,100,1,3,2.77,0,10,-1,-8,11.2,0.0,
3.96,110,30,30,0.02,234,82,62,-0.0,5,0.98,0,1894,14,265,3398,2442,6.5863676,100,23.7,0,100,1,3,2.76,0,48,0,-3,11.2,0.0,
4.10,110,33,33,0.03,234,82,62,-0.0,6,0.98,0,1876,16,300,3407,2501,6.785401,100,25.2,0,100,1,3,2.75,0,15,0,-4,11.2,0.0,
4.20,110,35,36,0.03,234,82,62,0.0,6,0.98,0,1868,17,317,3399,2496,6.179124,100,26.8,0,100,1,3,2.73,0,15,0,-4,11.2,0.0,
4.33,110,39,39,0.03,234,82,62,0.0,7,0.98,0,1867,18,336,3369,2382,6.684015,100,29.4,0,100,1,3,2.71,0,13,0,-4,11.2,0.1,
4.43,110,41,41,0.03,234,82,62,0.0,6,0.98,0,1871,18,336,3340,2278,5.5319185,100,30.9,0,100,1,3,2.69,0,2,0,-5,11.2,0.1,
4.56,110,44,44,0.04,234,83,62,0.0,8,0.98,0,1882,18,338,3281,2135,6.825872,100,32.2,0,100,1,3,2.67,0,-22,0,-10,11.2,0.1,
