时间/s,节流阀/%,表　速/kph,真空速/kph,马赫数/Ma,高　度/m,温　度/℃,油　温/℃,爬升率/m/s,ＳＥＰ*/m/s,过　载/G,滚转率/deg/s,功　率/bhp,桨效率/%,轴功率*/bhp,转　速/rpm,推　力/kg,加速度*/m/s^2,桨　距/%,桨距角/deg,散热器/%,混合比/%,增压器/档,磁电机/档,进气压/ata,襟　翼/%,升降舵/%,滚转舵/%,方向舵/%,攻　角/deg,侧滑角/deg,
0.00,0,1,1,0.00,72,163,35,-0.3,0,-0.0,0,0,0,0,499,0,0.0015096352,100,0.0,0,100,1,3,0.78,0,0,0,0,90.0,0.1,
0.06,110,21,21,0.02,72,166,38,0.0,0,0.98,0,2612,10,261,2827,3407,1.6149801,100,23.4,0,100,1,3,2.21,0,-14,0,-1,10.2,0.1,
0.21,110,23,23,0.02,72,166,38,0.0,2,0.99,0,2623,11,288,2822,3418,3.8454683,100,24.4,0,100,1,3,2.22,0,-29,0,-2,10.2,0.1,
0.32,110,25,25,0.02,72,167,38,0.0,3,0.98,0,2632,12,315,2810,3407,4.0115914,100,25.2,0,100,1,3,2.24,0,-10,0,-1,10.2,0.0,
0.43,110,26,26,0.02,72,167,39,0.0,3,0.98,0,2638,12,316,2800,3392,3.7788508,100,25.5,0,100,1,3,2.24,0,-36,0,1,10.2,0.0,
0.54,110,28,28,0.02,72,167,39,-0.0,4,0.98,0,2646,13,344,2784,3364,5.075677,100,25.9,0,100,1,3,2.25,0,-23,0,0,10.2,0.0,
0.64,110,29,29,0.02,72,167,39,-0.0,3,0.99,0,2653,14,371,2772,3339,3.6819293,100,26.0,0,100,1,3,2.26,0,-56,0,0,10.2,0.0,
0.74,110,31,31,0.03,72,167,39,-0.0,3,0.98,0,2660,14,372,2763,3316,3.3308916,100,25.9,0,100,1,3,2.27,0,-36,0,2,10.2,0.0,
0.87,110,33,33,0.03,72,167,39,-0.0,4,0.99,0,2668,15,400,2755,3296,4.898207,100,25.7,0,100,1,3,2.27,0,-34,0,3,10.3,0.0,
0.98,110,34,34,0.03,72,168,39,0.0,3,0.98,0,2674,15,401,2752,3285,3.6690722,100,25.4,0,100,1,3,2.28,0,-67,0,1,10.2,0.1,
